val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_mae,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,train/mean_mae,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std,test/mean_mae
6.867526054382324,3.4335832595825195,6.867526054382324,6.867526054382324,6.867526054382324,6.867526054382324,6.867526054382324,3.4335832595825195,0,0,,,,,,,,,,,,,,
,,,,,,,,0,0,5.545039176940918,3.0936360359191895,11.090079307556152,3.330177068710327,1.5194953680038452,1.2326781749725342,1.9909396171569824,,,,,,,
6.2743754386901855,3.25734806060791,6.2743754386901855,6.2743754386901855,6.2743754386901855,6.2743754386901855,6.2743754386901855,3.25734806060791,1,1,,,,,,,,,,,,,,
,,,,,,,,1,1,4.912837028503418,2.8912806510925293,9.825674057006836,3.1345930099487305,1.4661695957183838,1.2108548879623413,1.8535008430480957,,,,,,,
5.807251453399658,3.112172842025757,5.807251453399658,5.807251453399658,5.807251453399658,5.807251453399658,5.807251453399658,3.112172842025757,2,2,,,,,,,,,,,,,,
,,,,,,,,2,2,4.424551486968994,2.729238748550415,8.849102973937988,2.9747440814971924,1.4003593921661377,1.1833678483963013,1.7489185333251953,,,,,,,
5.419768333435059,2.9937922954559326,5.419768333435059,5.419768333435059,5.419768333435059,5.419768333435059,5.419768333435059,2.9937922954559326,3,3,,,,,,,,,,,,,,
,,,,,,,,3,3,4.044024467468262,2.5990748405456543,8.088047981262207,2.843949317932129,1.3328583240509033,1.1544948816299438,1.6608744859695435,,,,,,,
5.066882133483887,2.8984978199005127,5.066882133483887,5.066882133483887,5.066882133483887,5.066882133483887,5.066882133483887,2.8984978199005127,4,4,,,,,,,,,,,,,,
,,,,,,,,4,4,3.734443187713623,2.4904422760009766,7.468886375427246,2.732926368713379,1.2665824890136719,1.1254254579544067,1.5892270803451538,,,,,,,
4.725399494171143,2.8080859184265137,4.725399494171143,4.725399494171143,4.725399494171143,4.725399494171143,4.725399494171143,2.8080859184265137,5,5,,,,,,,,,,,,,,
,,,,,,,,5,5,3.4554126262664795,2.389826536178589,6.910825252532959,2.628844738006592,1.1995538473129272,1.0952414274215698,1.525086760520935,,,,,,,
4.405145645141602,2.7212486267089844,4.405145645141602,4.405145645141602,4.405145645141602,4.405145645141602,4.405145645141602,2.7212486267089844,6,6,,,,,,,,,,,,,,
,,,,,,,,6,6,3.1906142234802246,2.2921414375305176,6.381227970123291,2.526109218597412,1.1273174285888672,1.0617520809173584,1.4655756950378418,,,,,,,
4.106595993041992,2.637624740600586,4.106595993041992,4.106595993041992,4.106595993041992,4.106595993041992,4.106595993041992,2.637624740600586,7,7,,,,,,,,,,,,,,
,,,,,,,,7,7,2.9465343952178955,2.200575590133667,5.893069267272949,2.4275643825531006,1.0505353212356567,1.024956226348877,1.4060567617416382,,,,,,,
3.8446850776672363,2.5617899894714355,3.8446850776672363,3.8446850776672363,3.8446850776672363,3.8446850776672363,3.8446850776672363,2.5617899894714355,8,8,,,,,,,,,,,,,,
,,,,,,,,8,8,2.7239809036254883,2.116011619567871,5.447961807250977,2.3340868949890137,0.9704567193984985,0.9851176142692566,1.3490166664123535,,,,,,,
3.6090824604034424,2.4915425777435303,3.6090824604034424,3.6090824604034424,3.6090824604034424,3.6090824604034424,3.6090824604034424,2.4915425777435303,9,9,,,,,,,,,,,,,,
,,,,,,,,9,9,2.533504009246826,2.042775869369507,5.067008018493652,2.2510015964508057,0.8940742611885071,0.9455550312995911,1.3058128356933594,,,,,,,
3.40037202835083,2.4278149604797363,3.40037202835083,3.40037202835083,3.40037202835083,3.40037202835083,3.40037202835083,2.4278149604797363,10,10,,,,,,,,,,,,,,
,,,,,,,,10,10,2.366215705871582,1.978128433227539,4.732431411743164,2.175415277481079,0.8194398283958435,0.9052291512489319,1.2637118101119995,,,,,,,
3.2108120918273926,2.368591070175171,3.2108120918273926,3.2108120918273926,3.2108120918273926,3.2108120918273926,3.2108120918273926,2.368591070175171,11,11,,,,,,,,,,,,,,
,,,,,,,,11,11,2.2222983837127686,1.9220490455627441,4.444596767425537,2.1082212924957275,0.7503244280815125,0.8662126660346985,1.2320932149887085,,,,,,,
3.0393166542053223,2.3135647773742676,3.0393166542053223,3.0393166542053223,3.0393166542053223,3.0393166542053223,3.0393166542053223,2.3135647773742676,12,12,,,,,,,,,,,,,,
,,,,,,,,12,12,2.096470832824707,1.8726882934570312,4.192941665649414,2.0476672649383545,0.6859798431396484,0.8282390236854553,1.2036826610565186,,,,,,,
2.87544322013855,2.259577751159668,2.87544322013855,2.87544322013855,2.87544322013855,2.87544322013855,2.87544322013855,2.259577751159668,13,13,,,,,,,,,,,,,,
,,,,,,,,13,13,1.9872984886169434,1.829622745513916,3.9745969772338867,1.9936391115188599,0.6270779371261597,0.7918825149536133,1.175832748413086,,,,,,,
