error
4.345294
4.599045
6.3699408
7.0535803
3.3006299
1.5049843
1.3572439
3.0559764
4.230808
3.0722063
1.0594777
2.0393727
2.3342407
0.8932204
2.1875248
2.4998043
3.8963895
2.36348
1.6715075
2.229964
3.5779233
2.3402247
3.5998065
3.5315914
2.9356587
1.229186
4.814018
0.9334181
2.5938227
1.3562692
0.7277623
0.61445105
4.5841174
1.4132041
1.3744658
0.4667532
0.2875171
2.7172813
1.0712597
4.7765846
0.13027291
4.037889
4.7843294
3.066834
1.6992399
