x,y,wifi_rssi1,wifi_rssi2,wifi_rssi3,wifi_rssi4,wifi_rssi5,wifi_rssi6,wifi_rssi7,wifi_rssi8,ble_rssi1,ble_rssi2,ble_rssi3,ble_rssi4,ble_rssi5,ble_rssi6,ble_rssi7,ble_rssi8
9.0,12.0,-81.64374335,-78.85644941,-83.46438253,-66.96842361,-65.88722194,-58.58549618,-59.94834571,-67.49067785,-77.56235972,-66.6765445,-72.61241081,-63.0085273,-63.95479514,-61.5917856,-65.08575568,-64.7161905
9.0,10.5,-70.38647644,-73.51797504,-98.27964706,-71.42204091,-70.05645529,-55.73563066,-58.40051997,-79.88858477,-73.14079881,-64.98006351,-71.09917229,-65.64424623,-66.730525,-60.0449249,-58.77428577,-70.43994918
9.0,9.0,-77.86944221,-70.57782914,-71.78126036,-65.57642755,-68.14710939,-56.78564659,-59.37933716,-62.38243403,-72.31487224,-69.60988792,-73.89998451,-70.16717918,-65.77512959,-56.74440768,-56.06298751,-70.67983356
9.0,7.5,-73.05775458,-73.97808533,-70.70947797,-65.8312121,-72.79816319,-76.12604395,-60.35694612,-73.02078071,-69.82972737,-65.61961238,-70.23366553,-70.53260879,-65.26004365,-69.94498089,-59.47398978,-68.53636534
9.0,6.0,-70.99793593,-94.28905411,-69.56843855,-69.9615688,-71.19479483,-56.84437449,-62.08218261,-68.23916529,-72.69521844,-68.18414418,-71.14970378,-74.22719256,-66.27867476,-56.94870613,-56.28576334,-67.33764763
9.0,4.5,-72.2733609,-69.60762836,-72.45930012,-66.57378559,-69.33943567,-58.25223011,-51.48357343,-64.22332255,-72.75256679,-65.66032795,-71.44187155,-67.07168123,-67.68175641,-57.65510578,-55.2338041,-73.12791394
9.0,3.0,-76.12880795,-71.37267148,-80.7279306,-73.1147279,-69.01016083,-59.80018788,-53.20400474,-65.09296792,-84.23052946,-65.00204661,-80.57878285,-64.81500434,-72.01747897,-60.93223025,-52.21157357,-70.03148218
9.0,1.5,-76.66896608,-75.20092974,-80.28819307,-65.7303481,-66.08364607,-70.10167351,-51.71294998,-60.81950345,-74.02967355,-66.92390643,-80.25625057,-71.44644512,-67.5410081,-64.15520263,-55.49787917,-60.64228042
10.5,1.5,-76.63327427,-72.1788838,-77.97076052,-78.24216443,-78.73399101,-65.20702398,-43.76798237,-65.75520677,-71.89344476,-69.1590563,-78.13286659,-72.28134869,-73.61284046,-64.86659932,-44.5685549,-62.59836452
10.5,3.0,-72.40004258,-75.40912145,-76.12744013,-97.63657657,-69.30197268,-62.60728053,-50.26402042,-62.35795358,-73.2067904,-66.14268312,-78.12051133,-77.74236624,-68.82834023,-61.35813715,-50.02174393,-66.03115008
10.5,4.5,-76.8158855,-71.28992715,-75.65513326,-93.79828033,-72.64481128,-59.16078547,-51.79884097,-62.66099474,-74.90689148,-66.00415481,-75.45628095,-72.00623396,-65.0703081,-63.39653825,-52.50016537,-69.15412238
10.5,6.0,-74.66356712,-69.32749931,-74.89802561,-70.79390375,-62.23836376,-59.16433776,-57.13061746,-62.39711499,-74.21077219,-65.42827373,-78.63719837,-73.52163502,-61.19703308,-63.62308525,-54.44260695,-69.00364852
10.5,7.5,-76.76719412,-73.80403358,-67.21037841,-65.89535733,-65.26774179,-58.66541193,-55.07201604,-69.63797887,-78.95179686,-67.49305591,-70.35607621,-67.72895007,-63.35451528,-61.16003465,-57.02810646,-62.19560526
10.5,9.0,-77.54790935,-74.23292662,-68.9763629,-67.1366082,-65.77706144,-60.6546714,-57.9893883,-60.84750325,-79.42780343,-67.83994869,-71.1812359,-70.81001616,-62.03688504,-63.40022764,-57.34170638,-63.64631171
10.5,10.5,-77.94435727,-72.31792572,-68.82284659,-65.57093859,-64.01494817,-59.82830709,-57.08166934,-71.06468946,-73.44579594,-70.97380145,-70.69996146,-68.13312009,-67.00095318,-72.8123685,-62.6513646,-66.96062743
10.5,12.0,-76.38596748,-69.9585419,-73.36682806,-69.98043425,-68.62429287,-66.37093651,-60.08953693,-70.61312241,-70.83004014,-68.20181243,-67.78317013,-62.75784975,-67.84601576,-66.41180433,-58.90116204,-77.38732821
10.5,13.5,-72.08941301,-68.27359175,-73.88204024,-74.70327535,-65.33160186,-64.15088944,-58.95126738,-63.70620752,-75.29184581,-69.28074059,-72.91968685,-71.51562976,-72.02059844,-63.6001844,-60.10237428,-67.59408937
10.5,15.0,-69.23269029,-67.00879361,-73.68163238,-73.42373649,-72.61396274,-58.67145603,-58.67464177,-68.64095679,-72.08343019,-66.42223871,-75.9503482,-73.66553761,-73.89387494,-66.94358069,-62.09760339,-71.05737421
10.5,16.5,-70.15321353,-71.90292551,-73.4469693,-62.36235321,-60.469455,-65.69958846,-67.16985876,-62.02063728,-73.70631743,-64.49904881,-71.05645509,-69.0640948,-69.03111959,-63.97591998,-69.26414249,-65.30132651
10.5,18.0,-67.34807375,-69.59176461,-75.37039178,-64.45560685,-63.37264646,-58.23820057,-64.98369533,-67.34854577,-71.65239762,-64.65156773,-70.10474641,-71.28236041,-64.05091555,-62.57802506,-71.51735871,-70.42442405
10.5,19.5,-74.64601236,-66.20276291,-67.7994824,-64.53093797,-68.47885269,-65.93967757,-61.97584317,-62.11500847,-81.17948873,-61.71697368,-72.84366866,-69.18852429,-69.66922302,-70.13988399,-65.82974947,-71.93443055
10.5,21.0,-70.42482911,-61.41595515,-71.10868094,-65.47769462,-65.80041458,-68.56680383,-67.01584277,-64.37431174,-69.28375373,-63.13948906,-62.78137775,-72.9529584,-63.22847631,-67.02422807,-63.61305417,-67.53943364
10.5,22.5,-75.80702503,-57.50151781,-73.08477316,-65.73353378,-69.83873929,-61.20832753,-63.13440737,-65.98976608,-70.03726833,-60.55859371,-64.48558402,-65.81949686,-68.33811459,-66.04582001,-64.84632686,-77.04032107
10.5,24.0,-74.77738355,-60.10746167,-66.41501986,-64.40202121,-69.49396298,-59.3685565,-62.09747555,-69.07735388,-68.47942321,-57.7640874,-64.42855886,-67.44152139,-62.92714433,-62.79308833,-65.58850941,-73.56674455
10.5,25.5,-67.97901143,-51.53823607,-68.7189493,-77.31445034,-62.42892378,-63.13413872,-60.74241606,-74.13926592,-68.08921002,-54.90328725,-65.95368647,-71.97942387,-67.1370663,-66.99322402,-66.10999389,-79.2487155
10.5,27.0,-69.80866923,-44.91696591,-67.86678557,-76.25045738,-66.74231475,-67.0766081,-63.71760778,-98.4172753,-67.15125594,-45.26748803,-66.59941947,-74.09703309,-73.48296668,-72.86308624,-64.68124074,-77.61320323
12.0,27.0,-70.34238684,-55.08646677,-68.40762729,-74.94536892,-69.70568262,-81.75871382,-65.51279437,-65.11054091,-68.08177102,-56.8715646,-68.23001375,-77.4433358,-73.91474757,-70.78813839,-65.79507854,-71.39202194
12.0,25.5,-66.60815312,-60.43868552,-68.55652394,-65.91126357,-69.78338216,-81.64994378,-65.75644728,-70.50052922,-68.33179805,-55.22199075,-65.82387357,-69.53362041,-70.93004225,-66.70957376,-66.0296617,-72.99782731
12.0,24.0,-74.84223777,-62.74198572,-71.81252361,-62.60685097,-65.11530428,-73.99276029,-62.75463895,-77.09077471,-70.93030597,-61.40325776,-72.02799038,-71.23902825,-63.34216941,-78.38436455,-63.33974304,-75.30987633
12.0,22.5,-69.21000348,-63.5533997,-70.28311731,-67.23150727,-72.60122965,-67.02914457,-61.51658802,-67.52499825,-71.57965102,-62.46186018,-66.01570224,-65.55656544,-63.95559476,-70.78033611,-63.74056925,-75.11394389
12.0,21.0,-78.83103575,-67.97814906,-70.60264212,-65.20302463,-73.43383359,-60.28184283,-62.09046835,-73.94295902,-71.09300877,-63.07770574,-61.92060782,-67.91728556,-71.8659645,-67.85249825,-63.65239957,-71.52493074
12.0,19.5,-76.72901559,-68.31715612,-71.0818707,-67.37541788,-62.23025886,-60.51720319,-66.49438331,-67.55061351,-75.66930805,-61.28769724,-68.89781579,-64.75462969,-65.24218196,-60.68401608,-66.75602786,-71.447322
12.0,18.0,-72.45597011,-66.20884172,-76.96939299,-65.97685874,-68.08691272,-59.40598306,-68.83609553,-66.96715687,-77.59073547,-62.52264411,-73.58151485,-69.02248561,-65.95456187,-60.74370598,-68.49558054,-70.04348994
12.0,16.5,-74.48860899,-64.55211853,-68.94189349,-66.08279332,-65.73927902,-61.71872259,-65.84490717,-67.91098079,-71.21790162,-70.22432337,-68.06360292,-74.40588196,-65.41089704,-64.022372,-64.09556326,-65.40567572
12.0,15.0,-67.38372116,-68.75812091,-69.32276156,-69.63240054,-76.97203128,-61.66685731,-61.70866252,-67.12739947,-72.60395892,-67.29437067,-69.76750948,-81.717285,-73.46062764,-60.78136811,-62.78632847,-65.50686349
12.0,13.5,-75.50281187,-70.81524136,-71.46232465,-67.13569164,-66.04565694,-67.21378834,-62.3363488,-73.93674819,-72.07064223,-67.36515214,-72.72277225,-66.79911398,-63.27691994,-63.79832888,-59.8355003,-72.61671654
12.0,12.0,-78.40440981,-69.06341799,-79.01198432,-67.08395814,-69.13868014,-66.52654677,-59.20363486,-66.13651733,-71.51919169,-68.81043916,-71.09099542,-63.73826788,-68.46406415,-67.83793814,-61.99074902,-67.07088684
12.0,10.5,-78.99429204,-72.48700214,-68.21534006,-66.00892965,-66.74467557,-75.82408598,-56.92838873,-76.04265405,-73.61747313,-68.72260782,-72.91705947,-67.49389945,-67.32715904,-74.2647505,-62.65818046,-68.28865361
12.0,9.0,-79.67904421,-75.34204763,-69.14484776,-68.223295,-69.03780378,-66.40681992,-56.49481163,-66.19364817,-74.93659069,-73.86050874,-70.66713456,-68.90551577,-73.09113601,-67.34527691,-57.35387212,-64.28467738
12.0,7.5,-76.347287,-74.30564859,-71.93997356,-68.15494259,-66.84535657,-58.65895336,-56.11128837,-60.24411534,-77.13365025,-67.32224527,-78.02022576,-71.18778206,-66.07958738,-58.30215996,-57.7174328,-63.34427025
12.0,6.0,-75.2950931,-71.86303311,-74.91813832,-68.52782876,-62.19200336,-60.67005148,-55.26601415,-60.54008182,-74.12775509,-67.18130595,-78.88161389,-75.14251594,-63.10526198,-63.91448648,-54.63837557,-64.32999493
12.0,4.5,-78.79490362,-71.50705113,-75.80866246,-70.42411545,-63.43811568,-57.69921586,-54.132154,-61.70730909,-75.54463635,-66.88516884,-69.87413466,-78.57749606,-62.14920133,-64.57534704,-51.90344175,-68.40502366
12.0,3.0,-73.77193435,-67.73522484,-72.5074985,-78.41463492,-67.55213283,-65.51628779,-46.66740933,-71.34498886,-73.08787281,-67.61366008,-69.79676642,-73.90679326,-73.03197717,-61.97765086,-48.81838335,-61.56746131
12.0,1.5,-71.84799751,-76.04002761,-75.21089448,-73.66316572,-78.68882308,-60.44944521,-40.78612546,-58.74425175,-73.05622674,-69.59980817,-73.89248697,-73.71856817,-77.29991524,-67.64962803,-43.09062482,-62.48149403
13.5,1.5,-74.777508,-72.06931979,-83.04844468,-76.94458867,-67.27332717,-64.0647369,-46.7750236,-60.42775103,-78.72048875,-68.99777276,-78.87178209,-70.03178052,-66.86310645,-66.65254664,-47.64339224,-68.41708327
13.5,3.0,-76.37147338,-97.76686993,-100.0,-74.29268688,-65.62387867,-61.21829649,-50.06884076,-61.36035741,-77.13258503,-67.67263883,-72.46621864,-74.88956778,-69.08088963,-65.97646136,-50.76245087,-67.74479989
13.5,4.5,-98.14201883,-78.9287018,-74.64862689,-73.58423138,-72.07954338,-61.02071456,-50.32249105,-74.83069312,-77.36553351,-70.76606851,-72.57591776,-71.18841975,-67.88173745,-66.26064168,-52.12503501,-63.96988721
13.5,6.0,-74.20758386,-75.54828581,-70.49378528,-68.97047227,-65.41097051,-63.16535712,-60.44848264,-58.81928743,-76.04892334,-71.56302939,-69.79599769,-73.07106025,-63.24115317,-64.01087102,-57.98558336,-61.11142421
13.5,7.5,-74.02699924,-76.35661272,-67.18163392,-71.88168429,-65.66994651,-65.89828111,-56.32180197,-58.93144904,-72.58491283,-72.48917821,-70.06694803,-75.72210782,-64.34176554,-62.09799165,-57.20293224,-59.20766128
13.5,9.0,-73.02260602,-74.96256465,-74.62325394,-68.72065171,-63.88636271,-65.69850902,-57.04561022,-73.18308991,-72.77347333,-69.84792903,-74.68976195,-66.51079333,-58.89755461,-63.02081109,-55.61944893,-75.37665055
13.5,10.5,-73.42388363,-73.00639728,-75.43983324,-76.06173605,-62.08644395,-67.51885558,-57.17189869,-60.1923365,-72.50548368,-68.08774708,-72.27956824,-67.10013507,-64.11869826,-72.30793096,-58.46314157,-68.01608021
13.5,12.0,-78.58858267,-69.51656449,-70.9251936,-66.90325889,-65.6574882,-76.69530839,-62.38553252,-60.78026939,-74.85403746,-73.96987365,-78.15658336,-65.53145329,-69.01317409,-71.64581834,-63.08216599,-65.81006054
13.5,13.5,-74.54410023,-67.14153303,-66.83571364,-62.14327688,-65.39607719,-70.28634887,-65.49214088,-65.71902824,-71.48264517,-69.42358138,-73.20824903,-66.47749057,-64.76684256,-64.23861124,-63.20797228,-69.40908153
13.5,15.0,-72.64296277,-66.13191861,-67.87231178,-74.43537852,-77.41130182,-62.42945059,-64.76193752,-66.05791543,-70.51074481,-69.13441822,-65.86192874,-76.99142258,-73.12556804,-61.03746827,-61.87211837,-72.5432476
13.5,16.5,-76.91750036,-61.94907588,-68.17455795,-62.32963402,-65.20505007,-59.03470495,-64.17301879,-64.37364846,-77.26997083,-65.57485701,-66.38775349,-68.79149123,-66.76083597,-61.10974922,-67.19566047,-73.5018942
13.5,18.0,-91.19506142,-62.39157516,-66.22504822,-62.22837197,-65.29169503,-62.52841607,-66.10478892,-73.85514096,-73.78634049,-62.78954415,-65.95940609,-66.73341004,-67.03829624,-60.49411838,-69.91362077,-74.71510258
13.5,19.5,-68.50482011,-62.92710386,-71.96037644,-66.03867555,-65.54558624,-58.54066648,-60.97302355,-72.43784195,-70.11892652,-62.10886854,-72.45078359,-64.26520972,-61.63009311,-61.7025414,-64.7584613,-71.51886222
13.5,21.0,-70.51332094,-67.88627899,-71.76818018,-95.77722453,-62.30911491,-61.9712783,-65.20406192,-73.76188618,-69.94621336,-65.69771252,-66.89773775,-68.48606726,-63.6817645,-63.6920565,-62.27316297,-70.53582179
13.5,22.5,-68.27712563,-65.61643375,-66.96673287,-64.93108919,-74.91811679,-60.5459222,-65.62600798,-64.9401817,-76.48057731,-62.47755324,-65.64437336,-72.40175176,-65.91142656,-62.95964622,-62.06240367,-68.13029132
13.5,24.0,-68.24724813,-66.0907412,-67.13175027,-67.13514257,-70.58949624,-66.72297911,-64.47812945,-62.98546414,-68.59006697,-65.25878679,-64.3476317,-71.35462818,-70.54913813,-67.49163762,-64.55202263,-69.91249086
13.5,25.5,-75.13751438,-53.43197902,-62.35623707,-70.12582433,-72.13791221,-65.84092851,-63.26959361,-62.58661869,-71.63736954,-61.54084738,-70.23524823,-71.88282502,-68.99514065,-76.61350245,-68.17401188,-70.83045197
13.5,27.0,-78.52211425,-60.67130861,-73.96697656,-71.4139279,-64.5263343,-74.00535028,-65.84365653,-97.59389538,-68.88795385,-56.16805726,-70.0905105,-71.23395242,-63.26306892,-77.89569487,-69.70040021,-75.96862293
15.0,27.0,-65.18685121,-61.81108303,-71.11234483,-72.58746508,-62.31687531,-73.01659946,-67.51035626,-69.4168343,-66.56964073,-64.77631055,-66.90901948,-71.18237725,-64.55012622,-71.35886436,-67.82117996,-72.41309395
15.0,25.5,-69.92022109,-58.75040666,-68.79927248,-70.47783637,-68.70448634,-64.41867144,-65.66860291,-72.29955433,-68.08611501,-59.75488788,-63.27366249,-70.05482328,-62.85418025,-71.77728791,-65.01129262,-77.98985224
15.0,24.0,-74.26505861,-60.31859289,-70.04472232,-65.57049601,-81.24344182,-64.2444854,-62.42957073,-79.99009221,-72.68214943,-62.46638147,-65.8860022,-70.58943202,-73.8457398,-65.16514606,-61.03881403,-77.39553485
15.0,22.5,-68.3603464,-71.59138273,-68.13247167,-65.74377383,-67.48437347,-60.81419518,-61.06576468,-60.53934246,-73.2644896,-66.70709938,-67.81733975,-68.90654036,-70.30403151,-62.3692666,-62.22451994,-70.34191943
15.0,21.0,-74.5343563,-74.99461756,-66.27446799,-68.14201744,-71.08714985,-60.84156749,-62.73830124,-64.26767909,-74.99756248,-62.40638466,-68.0467523,-68.26836247,-66.32072398,-63.95968652,-65.30701401,-66.213958
15.0,19.5,-79.89931009,-67.49488715,-77.7346073,-67.80756921,-67.53589721,-63.20572129,-65.97715819,-61.88463475,-76.15094688,-70.16388003,-65.90899058,-66.8151334,-68.01101568,-61.12783793,-63.35386759,-63.10680719
15.0,18.0,-75.82834172,-59.5400162,-67.35336644,-62.12766179,-60.54272952,-59.80673378,-68.4765894,-68.32448143,-80.9643213,-64.47032211,-69.9681031,-69.09750905,-63.4442686,-61.42661149,-68.14856422,-73.52950275
15.0,16.5,-77.54560174,-69.49021156,-69.17413851,-61.92973223,-75.70028731,-61.42927444,-65.88796541,-83.51582824,-80.94600563,-68.39051628,-63.283705,-64.98395885,-63.47668736,-61.7222753,-69.67027107,-74.7048731
15.0,15.0,-78.04919677,-65.4914737,-66.71631882,-71.28224383,-68.63198883,-61.65563591,-62.7832941,-65.97462328,-77.79435126,-67.5664315,-68.75561385,-79.59508832,-67.41706433,-60.55309742,-62.87430258,-73.91725332
15.0,13.5,-77.54628519,-67.61293529,-77.45417618,-65.44606477,-64.99832927,-73.04856218,-59.55464699,-68.39400326,-76.60967596,-69.55206502,-76.00422957,-68.27048356,-61.17354366,-70.33586225,-60.97368664,-68.17625655
15.0,12.0,-80.7253848,-77.54863198,-75.5870252,-69.73395944,-60.48366886,-66.93138834,-59.47148009,-67.38629861,-79.89390945,-70.6162783,-73.85289646,-69.95497598,-66.7790785,-71.40112402,-61.86692498,-67.22342681
15.0,10.5,-77.80190541,-77.57639954,-73.78961334,-70.161555,-65.5696766,-70.10276831,-58.00167502,-59.73368578,-77.91302894,-72.57693181,-73.54291888,-67.52606141,-64.46639624,-65.48135276,-58.84757791,-65.93949807
15.0,9.0,-73.91692986,-76.04772327,-71.47693864,-68.21385291,-60.69575339,-64.79454179,-59.08573225,-56.83092895,-79.19289343,-72.31424412,-71.25026981,-66.49725232,-61.12354639,-69.90162014,-57.00748578,-64.44443533
15.0,7.5,-77.5645483,-70.70084589,-67.29077755,-75.21348502,-62.98716822,-69.37992967,-59.40618716,-76.1277415,-72.42057955,-68.93915803,-70.08032724,-68.08629989,-58.38045921,-67.66598647,-55.40541597,-71.91314866
15.0,6.0,-71.41222884,-70.57916277,-68.49099235,-78.81170471,-65.39846845,-60.70453349,-57.85710958,-62.27649004,-74.60214783,-70.27812369,-69.18486688,-75.59478061,-64.59719731,-66.91541341,-58.90772428,-62.12749996
15.0,4.5,-80.33925744,-77.92164322,-76.14608653,-79.23726748,-65.22063387,-60.52948991,-54.16855022,-58.66521115,-75.93958747,-68.72067934,-77.45602393,-71.58528061,-74.25856356,-66.49510796,-56.90498554,-61.66927196
15.0,3.0,-77.37140711,-73.8884499,-79.37480348,-75.93376345,-58.11703065,-59.75516587,-54.93842591,-60.75012728,-71.33607045,-74.70003977,-72.98816523,-73.18503316,-62.74587765,-63.47406746,-54.66986368,-63.11112873
15.0,1.5,-76.79228142,-75.48835668,-78.4047752,-78.76082803,-64.08121358,-56.8169295,-56.51622605,-63.93250063,-76.2841892,-70.88838166,-73.36367859,-73.55575048,-62.27159842,-64.7010653,-56.28809822,-57.85213097
16.5,1.5,-98.48608941,-75.34420375,-79.08044893,-77.14643659,-62.42479647,-69.80201376,-56.46177618,-69.36397376,-82.28612149,-73.79592174,-70.51457616,-70.83591416,-62.79715458,-70.7159691,-58.00157169,-61.27287877
16.5,3.0,-82.84365778,-73.02690094,-75.20691254,-78.07652518,-61.71316722,-67.64396167,-59.50733699,-65.40137528,-78.00216472,-73.14528338,-68.5237743,-75.41077941,-66.01058798,-71.21192745,-57.52120137,-60.50822354
16.5,4.5,-78.58729786,-98.34846118,-69.43172257,-77.35442137,-58.65514412,-63.34816072,-58.71850002,-58.68614953,-74.37363944,-76.83477654,-77.02245981,-72.99340061,-65.3621186,-65.68076398,-57.12807711,-55.78859238
16.5,6.0,-77.06801475,-72.27926954,-73.73730123,-79.17627313,-57.15890929,-68.53484043,-59.86673787,-66.08829338,-78.23693408,-71.32723945,-71.51999146,-79.09035603,-56.82685137,-65.85554411,-57.80313827,-59.88833717
16.5,7.5,-81.93504751,-70.62848645,-97.89271606,-73.83377932,-59.04536904,-74.73661569,-66.55924883,-57.68872606,-77.99102177,-75.62655501,-74.44590824,-70.99453309,-57.54498966,-76.70174389,-63.14806481,-64.31984386
16.5,9.0,-77.27283104,-77.46416642,-90.22707144,-75.72089423,-61.63451634,-66.04088775,-62.87045923,-59.75623302,-76.39838499,-80.95817169,-73.34050805,-65.44295122,-56.3989923,-67.82378137,-67.07682449,-61.17034152
16.5,10.5,-76.24917669,-72.30371141,-71.5843327,-74.90878331,-59.55063857,-64.07101767,-61.43314726,-60.6211981,-75.64914136,-79.20519156,-73.54201233,-67.29620152,-56.58772711,-65.91355042,-59.82342828,-64.35465606
16.5,12.0,-83.90994893,-65.76821175,-75.95040078,-70.31163544,-57.59479536,-65.99677164,-59.09380211,-58.94348574,-76.01767089,-76.84067357,-67.60442918,-70.50283149,-59.81728693,-64.73295555,-59.40814317,-70.56129907
16.5,13.5,-77.32872293,-67.21562015,-78.21483413,-67.59969409,-56.30321826,-75.14005013,-56.82194446,-64.58345571,-76.64985871,-67.97707561,-71.8085349,-74.06613586,-59.16741062,-69.31429865,-59.08123412,-64.96483377
16.5,15.0,-76.45208316,-68.57198035,-67.88120269,-78.39453665,-72.99827594,-77.86492387,-62.06373925,-60.72709714,-79.09880269,-68.82061664,-69.12242274,-80.22660746,-64.3519747,-72.05716452,-64.0582386,-63.7785345
16.5,16.5,-92.75144229,-68.09768843,-65.20817994,-66.17478933,-58.79079134,-64.65324272,-72.51347439,-65.65353444,-78.94203418,-71.88348606,-65.5833264,-75.36845134,-65.54898841,-69.68352037,-75.15553114,-69.46155785
16.5,18.0,-69.57905021,-67.64802109,-66.22540177,-65.92750386,-95.65544288,-60.46098821,-75.1447153,-64.86933309,-76.4345386,-65.28717971,-68.67870959,-72.2609094,-60.92465231,-61.02253915,-73.78520742,-66.14036655
16.5,19.5,-79.7488352,-67.3369703,-70.63354139,-68.44689419,-72.06512065,-64.68096222,-69.48198142,-76.67869585,-75.85032559,-64.42328372,-63.87886981,-73.85034446,-69.99659342,-63.66358022,-73.26767322,-72.37505747
16.5,21.0,-73.29735025,-73.09409524,-65.7291767,-75.1308799,-62.70499569,-59.38838718,-63.99009922,-73.21463767,-75.33545495,-70.04130045,-60.58524265,-70.87147618,-59.27519992,-63.3691959,-68.32484773,-72.11423536
16.5,22.5,-76.66039007,-65.07844957,-62.53073886,-72.97034936,-60.46338465,-65.58675998,-64.81970182,-65.78255859,-72.22244489,-64.84134422,-68.1738277,-71.47810099,-60.05629095,-68.07222239,-62.16474112,-69.11776399
16.5,24.0,-75.81289496,-65.27601593,-60.10368804,-72.04650437,-65.31917206,-74.84761629,-58.29936918,-68.37316894,-74.1734728,-73.76739999,-59.73906853,-76.17930795,-63.66196438,-76.30530722,-60.83478989,-71.1768144
16.5,25.5,-73.55680201,-67.00998208,-60.60400716,-74.41512137,-67.47227034,-67.48541911,-66.0096994,-70.74691402,-72.30993523,-71.53016169,-61.0703988,-76.28122061,-65.98420185,-68.62458777,-68.98162552,-75.64628558
16.5,27.0,-73.57171673,-66.16398354,-59.99910606,-89.05776471,-65.06564239,-70.27507586,-71.14945921,-65.44548559,-72.87946012,-62.2444625,-61.8422223,-69.55383588,-61.43536434,-67.58421182,-71.27028248,-70.32031572
18.0,27.0,-70.96525492,-65.45346089,-65.72598994,-100.0,-60.81451155,-74.16819285,-72.51441579,-65.78447204,-73.0937643,-66.18812371,-59.50752605,-70.23121214,-59.63439265,-73.85239862,-70.10155756,-74.01950767
18.0,25.5,-83.65074887,-84.93811997,-60.92004867,-84.35455745,-77.31333131,-83.38954591,-79.41577769,-66.84215351,-74.20385502,-67.93164004,-62.92806148,-72.20094239,-60.9340971,-79.30451869,-75.34259318,-67.94161075
18.0,24.0,-75.32657038,-65.66664296,-60.33407118,-77.57868738,-61.74200478,-69.28647817,-68.38543958,-62.36019373,-74.79686152,-66.68699204,-60.58433371,-75.29279488,-60.0370885,-64.80779106,-69.21827148,-68.52401275
18.0,22.5,-72.81303341,-65.76841672,-62.48998557,-76.4969964,-66.12000076,-62.64229763,-68.33290168,-60.94169397,-74.78629899,-65.61599221,-62.34476912,-68.30148509,-62.08598889,-65.08805095,-68.42124673,-66.6081232
18.0,21.0,-76.47839381,-66.73524262,-64.59790064,-72.97347478,-60.57749277,-68.91433735,-74.4153526,-67.10331579,-73.92549216,-67.40743468,-69.24605137,-67.25083724,-60.6117116,-66.07962283,-70.29515148,-70.78287033
18.0,19.5,-73.50272548,-70.96861245,-62.73924956,-72.89258504,-62.38716783,-63.32144969,-63.16807671,-63.8377536,-72.27543971,-70.8397939,-62.49493877,-72.2858448,-57.51124867,-65.04968569,-66.09453831,-68.52462591
18.0,18.0,-75.28199445,-72.35900614,-73.13871209,-74.31832256,-63.63562408,-67.0547333,-61.0983888,-68.79357237,-77.05787032,-68.74692939,-69.42013613,-70.46910398,-56.87193099,-69.89584236,-63.31165401,-68.97313469
18.0,16.5,-72.22946602,-73.76376712,-66.8748048,-71.03780149,-58.26955541,-78.31446396,-83.16030844,-67.82342209,-70.11892689,-71.31693609,-69.0249571,-75.26844538,-56.98151644,-72.56566666,-62.96931355,-68.80670848
18.0,15.0,-79.33570407,-73.87647164,-71.09050107,-76.03353506,-58.6623541,-65.63866935,-61.32532142,-69.15808724,-77.68793675,-71.2569062,-69.9796415,-77.16754662,-63.99872892,-67.21451075,-63.0643869,-65.86786188
18.0,13.5,-81.04684196,-70.77722183,-69.67145093,-72.27708514,-61.09611676,-65.96273956,-57.12780512,-61.57512681,-77.36086448,-72.80478057,-71.77809253,-73.89943507,-57.37568508,-65.65417501,-57.4348734,-67.59337548
18.0,12.0,-82.48938288,-67.140152,-80.44465147,-74.61532781,-57.39901784,-67.37575827,-63.03250648,-58.87757026,-79.15284505,-70.01441149,-67.0946239,-70.74247211,-54.58377363,-60.76853812,-63.12549132,-62.30048028
18.0,10.5,-78.8864875,-72.12854018,-80.6904311,-75.31017844,-56.48568008,-67.47946805,-73.37412626,-62.33462403,-75.05169328,-75.81323698,-73.19140074,-66.015814,-55.75571638,-61.23110724,-71.67822476,-60.59492382
18.0,9.0,-76.20079819,-73.52102976,-71.66135162,-78.36610561,-57.41059989,-65.95620276,-65.36651097,-56.96679904,-74.92443821,-75.78090927,-71.77899898,-69.61974389,-55.92199281,-64.95531072,-63.16689174,-63.02466101
18.0,7.5,-75.52380627,-75.68130222,-70.75443658,-73.60164672,-59.196216,-69.80644025,-58.51260055,-62.01763923,-75.22115355,-78.87492532,-65.2196612,-68.68021711,-59.41141033,-71.60999372,-59.3880082,-66.63543139
18.0,6.0,-77.30088219,-82.15386648,-72.23902925,-76.49222853,-57.80865502,-69.39589278,-59.58978955,-66.27021929,-71.06841251,-75.91208627,-70.32853547,-78.4898706,-55.93944572,-71.28818867,-60.94812372,-68.80238785
18.0,4.5,-74.54206795,-79.84567921,-70.34859482,-74.31943091,-62.59879808,-71.17002317,-59.21123783,-56.41128638,-75.55190162,-77.46704886,-74.24357797,-72.56490413,-64.55698388,-65.74344068,-59.91052711,-55.47979693
18.0,3.0,-77.36376958,-70.0187789,-78.1118532,-76.26288821,-66.4866027,-67.20854542,-55.87182007,-59.20189339,-80.31586216,-76.18305973,-71.33197686,-70.19059193,-63.5338792,-71.3546904,-62.42439392,-56.18437765
