error
3.0844107
2.8773491
3.6293535
4.8497243
3.6404366
0.8877566
0.767833
0.70300364
1.4888752
2.0568721
0.8498985
0.678094
0.9155056
1.0630138
2.511804
1.4831887
4.3140125
2.2915993
1.1002178
2.2461894
5.424921
0.8165994
1.6099837
1.2812489
2.33347
2.4720352
4.196804
0.88346565
0.7461408
2.306647
0.56980866
1.178529
3.5403705
2.0745087
1.1866796
0.94179845
1.4931846
0.995096
0.9557861
0.5136399
0.77945983
2.4533973
1.6607243
2.6730788
2.3564954
