val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std
47.2578010559082,8.876484870910645,94.5156021118164,9.72191333770752,15.723617553710938,3.965301752090454,8.876484870910645,0,0,,,,,,,,,,,,
,,,,,,,0,0,63.14899826049805,10.42553424835205,126.29798889160156,11.238237380981445,17.60622787475586,4.195977687835693,,,,,,
45.751930236816406,8.722515106201172,91.50384521484375,9.565764427185059,15.421595573425293,3.9270339012145996,8.722515106201172,1,1,,,,,,,,,,,,
,,,,,,,1,1,61.242408752441406,10.24508285522461,122.48481750488281,11.067285537719727,17.523075103759766,4.186057090759277,,,,,,
44.201690673828125,8.562268257141113,88.40338134765625,9.402307510375977,15.090934753417969,3.8847053050994873,8.562268257141113,2,2,,,,,,,,,,,,
,,,,,,,2,2,59.429176330566406,10.07272720336914,118.85835266113281,10.902217864990234,17.39852523803711,4.171154022216797,,,,,,
42.740074157714844,8.410638809204102,85.48014831542969,9.2455472946167,14.741301536560059,3.83944034576416,8.410638809204102,3,3,,,,,,,,,,,,
,,,,,,,3,3,57.55784225463867,9.892253875732422,115.11568450927734,10.72919750213623,17.259002685546875,4.154395580291748,,,,,,
41.32320785522461,8.262777328491211,82.64642333984375,9.091008186340332,14.372942924499512,3.7911665439605713,8.262777328491211,4,4,,,,,,,,,,,,
,,,,,,,4,4,55.78154373168945,9.719527244567871,111.56307983398438,10.562342643737793,17.0938720703125,4.13447380065918,,,,,,
40.124961853027344,8.13679313659668,80.24992370605469,8.958231925964355,14.042521476745605,3.747335195541382,8.13679313659668,5,5,,,,,,,,,,,,
,,,,,,,5,5,54.04669952392578,9.549369812011719,108.09337615966797,10.396796226501465,16.902923583984375,4.111316680908203,,,,,,
39.00963592529297,8.018255233764648,78.01927185058594,8.83285140991211,13.726861953735352,3.7049779891967773,8.018255233764648,6,6,,,,,,,,,,,,
,,,,,,,6,6,52.56769561767578,9.403238296508789,105.13538360595703,10.253554344177246,16.71449089050293,4.088335990905762,,,,,,
37.98638916015625,7.9087347984313965,75.9727783203125,8.716236114501953,13.424683570861816,3.663970947265625,7.9087347984313965,7,7,,,,,,,,,,,,
,,,,,,,7,7,51.18804168701172,9.265522956848145,102.37609100341797,10.118106842041016,16.52615737915039,4.065237522125244,,,,,,
37.04200744628906,7.807041645050049,74.0840072631836,8.607206344604492,13.13410758972168,3.624100923538208,7.807041645050049,8,8,,,,,,,,,,,,
,,,,,,,8,8,49.91610336303711,9.137613296508789,99.83220672607422,9.991606712341309,16.33623695373535,4.041810989379883,,,,,,
36.183013916015625,7.7142109870910645,72.36601257324219,8.506821632385254,12.856964111328125,3.585660934448242,7.7142109870910645,9,9,,,,,,,,,,,,
,,,,,,,9,9,48.734317779541016,9.018194198608398,97.46863555908203,9.872620582580566,16.140796661376953,4.017560958862305,,,,,,
35.30078125,7.617926120758057,70.60157012939453,8.402474403381348,12.568760871887207,3.5452449321746826,7.617926120758057,10,10,,,,,,,,,,,,
,,,,,,,10,10,47.6510009765625,8.908323287963867,95.30199432373047,9.762273788452148,15.943767547607422,3.992964744567871,,,,,,
34.45733642578125,7.525120258331299,68.9146728515625,8.301486015319824,12.287238121032715,3.5053157806396484,7.525120258331299,11,11,,,,,,,,,,,,
,,,,,,,11,11,46.53556823730469,8.794166564941406,93.07113647460938,9.647337913513184,15.73376178741455,3.966580629348755,,,,,,
33.652950286865234,7.435905933380127,67.30590057373047,8.204017639160156,12.013197898864746,3.46600604057312,7.435905933380127,12,12,,,,,,,,,,,,
,,,,,,,12,12,45.46329116821289,8.68358039855957,90.92658996582031,9.535543441772461,15.52202320098877,3.9397997856140137,,,,,,
32.87181091308594,7.348658561706543,65.74361419677734,8.108243942260742,11.740832328796387,3.42648983001709,7.348658561706543,13,13,,,,,,,,,,,,
,,,,,,,13,13,44.43495559692383,8.577167510986328,88.86990356445312,9.427083969116211,15.302096366882324,3.9117894172668457,,,,,,
32.078670501708984,7.25937557220459,64.15733337402344,8.009827613830566,11.458805084228516,3.3850855827331543,7.25937557220459,14,14,,,,,,,,,,,,
,,,,,,,14,14,43.430179595947266,8.473313331604004,86.8603515625,9.319890022277832,15.063324928283691,3.881150007247925,,,,,,
31.305253982543945,7.171486854553223,62.61051940917969,7.9126811027526855,11.180286407470703,3.343693494796753,7.171486854553223,15,15,,,,,,,,,,,,
,,,,,,,15,15,42.402469635009766,8.366730690002441,84.80493927001953,9.208959579467773,14.802767753601074,3.8474364280700684,,,,,,
