Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
869404,1.71374365774022,0.932874342221837,0.96585420339813,3.86979166666667,1.96717860568548,0.0014084
