Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
692779,1.78348640287492,0.454592917426935,0.674235060959407,3.63541666666667,1.90667686477459,0.0014372
