Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
757684,1.76127159567147,0.564589032947547,0.751391397972819,3.66666666666667,1.91485421551268,0.0014466
