Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
127399,1.52059973568814,0.462081999380724,0.679766135800191,2.77430555555556,1.66562467427556,0.0015994
