Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
622874,1.77873068436587,0.837853263606431,0.915343249063667,4.00173611111111,2.00043398069297,0.0016192
