Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
449465,1.88735855874297,0.795516559628557,0.891917350222854,4.35763888888889,2.08749584164589,0.0015233
