Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
605456,1.71516128871438,0.651971753695637,0.807447678611832,3.59375,1.89571886101289,0.001629
