0.26352,0.0625
0.41667,0.125
0.65085,0.1875
1.0035,0.25
1.1118,0.3125
1.2748,0.375
1.4167,0.4375
1.4337,0.5
1.5811,0.5625
1.7834,0.625
2.0582,0.6875
2.2515,0.75
2.3467,0.8125
2.9179,0.875
2.9779,0.9375
3.6893,1
