Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
385960,1.59692885673696,0.647734893187468,0.804819789261837,3.19791666666667,1.78827197782291,0.0014259
