Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
18749,1.6458262936328,0.525630811186907,0.725004007704031,3.234375,1.79843682124227,0.0107713
