Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
32489,1.63137526731975,0.909795292732969,0.953831899620142,3.57118055555556,1.88975674507476,0.0014624
