Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
210462,1.7137540563648,0.79742203429319,0.892984901492287,3.734375,1.93245310421754,0.0014363
