Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
562241,1.83187020434118,0.574807110002548,0.758160345838892,3.93055555555556,1.98256287556172,0.001444
