Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
765172,1.93991090493063,0.794037347597878,0.891087732828748,4.55729166666667,2.13478140957492,0.0013689
