Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
641130,1.50380800165325,0.634394827496987,0.796489063011531,2.89583333333333,1.70171482138851,0.0014332
