Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
898116,1.61399822312947,0.598134735734903,0.773391709119579,3.203125,1.78972763290954,0.0030015
