Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
898844,1.79954603835241,0.751217389183469,0.866727978770427,3.98958333333333,1.99739413570115,0.0016156
