Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
781433,1.869762192732,0.778294898185572,0.882210234686479,4.27430555555556,2.06743937167588,0.0015051
