Random_Seed,Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
513157,1.69678807521202,0.620910227818294,0.787978570659313,3.5,1.87082869338697,0.0038459
