error,ecdf
0.29456297,0.02
0.32068905,0.04
0.43728912,0.06
0.75885934,0.08
0.78983736,0.1
1.1309149,0.12
1.1582103,0.14
1.1806432,0.16
1.3079795,0.18
1.4599308,0.2
1.471445,0.22
1.6747516,0.24
1.6803061,0.26
1.7955673,0.28
1.8244473,0.3
1.8381785,0.32
1.9117436,0.34
1.9635273,0.36
2.037691,0.38
2.1463125,0.4
2.1478078,0.42
2.181638,0.44
2.2360778,0.46
2.2836924,0.48
2.3455918,0.5
2.4010344,0.52
2.4133005,0.54
2.4891407,0.56
2.5720181,0.58
2.5904691,0.6
2.6012988,0.62
3.0194519,0.64
3.133377,0.66
3.1804547,0.68
3.224559,0.7
3.272671,0.72
3.4799638,0.74
3.5559375,0.76
3.840744,0.78
4.085793,0.8
4.5995445,0.82
4.644904,0.84
4.704612,0.86
4.7450714,0.88
5.495958,0.9
6.148813,0.92
6.4303927,0.94
6.457089,0.96
7.939361,0.98
9.181559,1.0
