error
3.840744
3.0194519
2.2836924
3.224559
2.6012988
1.6747516
1.9635273
9.181559
0.43728912
1.3079795
2.3455918
3.1804547
2.181638
0.78983736
1.6803061
1.7955673
0.29456297
6.148813
1.1582103
2.4133005
0.32068905
2.4891407
2.2360778
3.5559375
4.5995445
1.4599308
4.085793
2.1478078
3.133377
0.75885934
7.939361
6.4303927
1.8381785
1.8244473
3.4799638
2.1463125
1.1309149
2.5720181
4.644904
2.4010344
1.471445
4.704612
5.495958
4.7450714
3.272671
2.5904691
6.457089
1.9117436
1.1806432
2.037691
