Error_m,ECDF
0.27420774155668953,0.0625
0.3197073295682716,0.125
0.7386985707579212,0.1875
0.774716723273898,0.25
0.7905977568193787,0.3125
0.9419666778555509,0.375
1.0099543893114447,0.4375
1.0932162876928924,0.5
1.2492587137906577,0.5625
1.380386858968271,0.625
1.443758750852739,0.6875
1.4777061544666956,0.75
1.6934543866531542,0.8125
1.7014637376764674,0.875
2.5252482164044014,0.9375
3.2268076359014097,1.0
