Error_m,ECDF
0.538283632023918,0.022222222222222223
0.7071067811865476,0.044444444444444446
0.7409228088444184,0.06666666666666667
0.7755507361893922,0.08888888888888889
1.2307450999421938,0.1111111111111111
1.5379098823835589,0.13333333333333333
1.5379553654146303,0.15555555555555556
1.6472930897619351,0.17777777777777778
1.694191875678304,0.2
1.7254582262371578,0.2222222222222222
1.896525763386939,0.24444444444444444
2.095563343294599,0.26666666666666666
2.1364184265988544,0.28888888888888886
2.1433554677727384,0.3111111111111111
2.2217788322461303,0.3333333333333333
2.2536827255998797,0.35555555555555557
2.7141707246443554,0.37777777777777777
2.870276500613479,0.4
2.888553366719932,0.4222222222222222
3.0012710769882833,0.4444444444444444
3.078855959897794,0.4666666666666667
3.4396891720526366,0.4888888888888889
3.4990874406279313,0.5111111111111111
3.531725027512451,0.5333333333333333
3.6869384111099786,0.5555555555555556
3.7299933595284003,0.5777777777777777
3.9809655098513352,0.6
4.111220682924493,0.6222222222222222
4.114360619970881,0.6444444444444445
4.229398358401102,0.6666666666666666
4.440632094915846,0.6888888888888889
4.753667963306462,0.7111111111111111
4.937232413497714,0.7333333333333333
5.051245265798395,0.7555555555555555
5.161009727510732,0.7777777777777778
5.70087712549569,0.8
6.366007445439047,0.8222222222222222
6.538137762297009,0.8444444444444444
7.4103128749051,0.8666666666666667
7.628435128983997,0.8888888888888888
7.664025995170689,0.9111111111111111
7.666013578156265,0.9333333333333333
8.30910165151364,0.9555555555555556
11.067971810589327,0.9777777777777777
16.80773631397161,1.0
