val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std
5.526079177856445,3.0186939239501953,11.052159309387207,3.3244788646698,1.939646601676941,1.3927119970321655,3.0186939239501953,0,0,,,,,,,,,,,,
,,,,,,,0,0,5.0775957107543945,2.956050395965576,10.155190467834473,3.186720848083496,1.416955590248108,1.1903594732284546,,,,,,
4.997157096862793,2.874466896057129,9.994315147399902,3.1613786220550537,1.731755018234253,1.3159615993499756,2.874466896057129,1,1,,,,,,,,,,,,
,,,,,,,1,1,4.404444217681885,2.7274255752563477,8.80888843536377,2.9679770469665527,1.3700379133224487,1.1704862117767334,,,,,,
4.578067779541016,2.759692430496216,9.156134605407715,3.0259106159210205,1.5402313470840454,1.2410606145858765,2.759692430496216,2,2,,,,,,,,,,,,
,,,,,,,2,2,3.874222755432129,2.540106773376465,7.748445510864258,2.7836029529571533,1.2963032722473145,1.1385531425476074,,,,,,
4.256224155426025,2.670527696609497,8.512447357177734,2.917609930038452,1.380730152130127,1.1750447750091553,2.670527696609497,3,3,,,,,,,,,,,,
,,,,,,,3,3,3.4545583724975586,2.3876447677612305,6.909116744995117,2.6285197734832764,1.2082685232162476,1.099212646484375,,,,,,
3.998020648956299,2.5980210304260254,7.996041297912598,2.8277273178100586,1.2463293075561523,1.1163911819458008,2.5980210304260254,4,4,,,,,,,,,,,,
,,,,,,,4,4,3.131683826446533,2.267021894454956,6.263367176055908,2.502671957015991,1.123978853225708,1.0601786375045776,,,,,,
3.76790452003479,2.5323541164398193,7.5358099937438965,2.745142936706543,1.122992753982544,1.0597134828567505,2.5323541164398193,5,5,,,,,,,,,,,,
,,,,,,,5,5,2.8734652996063232,2.1715633869171143,5.746931076049805,2.397275686264038,1.031242847442627,1.0155012607574463,,,,,,
3.5388693809509277,2.4657399654388428,7.0777387619018555,2.6604020595550537,0.9978654980659485,0.9989321827888489,2.4657399654388428,6,6,,,,,,,,,,,,
,,,,,,,6,6,2.6430411338806152,2.0846643447875977,5.286082744598389,2.2991483211517334,0.9402567744255066,0.9696683883666992,,,,,,
3.3315539360046387,2.404240131378174,6.663107872009277,2.5812995433807373,0.8827385306358337,0.9395416378974915,2.404240131378174,7,7,,,,,,,,,,,,
