error
6.8517694
8.082172
8.818091
10.008094
8.162054
4.4033666
4.3847895
4.5505667
5.619143
7.5103717
4.357878
3.6435246
5.06833
2.727269
6.9919147
2.852599
6.3958435
4.929308
3.9687207
2.583481
6.8154273
4.7823377
0.7490152
2.2287483
6.895767
3.517341
1.4724094
3.7281754
7.922947
5.0548506
6.3597794
5.707224
4.9347067
6.047724
8.492821
7.3263392
7.1521506
7.736353
8.263441
7.8203273
9.102514
10.243566
10.48233
11.69414
10.904146
