Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.08626774210004,0.307869614695106,0.554859995580062,1.48784722222222,1.21977343069204,0.0028379
