Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.28550419756217,0.359631735827816,0.599693034666751,2.01215277777778,1.4185037108791,0.0037133
