Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.64888432875884,0.755138803706847,0.86898722873633,3.47395833333333,1.86385577052875,0.0025581
