Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.2518853245166,0.613338689815515,0.783159428095911,2.18055555555556,1.47667042888911,0.0024974
