Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.10200827070483,0.355022215742584,0.595837407136028,1.56944444444444,1.25277469819774,0.0023331
