Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
1.03593329144889,0.29663388233454,0.544641058252626,1.36979166666667,1.17038099209901,0.0023333
