Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
0.987714661535205,0.441086414055062,0.664143368599779,1.41666666666667,1.19023807142381,0.0023064
