Average_Error_meters,Variance_meters2,Std_Deviation_meters,MSE_meters2,RMSE_meters,Run_Time_seconds
0.99973039525912,0.26095580346171,0.510838333978286,1.26041666666667,1.12268279877562,0.0032256
