0.16667,0.022222
0.2357,0.044444
0.52705,0.066667
0.52705,0.088889
0.52705,0.11111
0.68718,0.13333
0.68718,0.15556
0.68718,0.17778
0.68718,0.2
0.70711,0.22222
0.83333,0.24444
0.84984,0.26667
0.84984,0.28889
0.84984,0.31111
0.84984,0.33333
0.89753,0.35556
0.89753,0.37778
0.97183,0.4
1.0138,0.42222
1.118,0.44444
1.118,0.46667
1.1785,0.48889
1.1785,0.51111
1.3017,0.53333
1.3017,0.55556
1.3437,0.57778
1.3437,0.6
1.3744,0.62222
1.3744,0.64444
1.424,0.66667
1.4337,0.68889
1.4337,0.71111
1.5092,0.73333
1.5366,0.75556
1.5811,0.77778
1.5811,0.8
1.8634,0.82222
2.0138,0.84444
2.0344,0.86667
2.2669,0.88889
2.4777,0.91111
2.7487,0.93333
2.848,0.95556
3,0.97778
4.8591,1
