Error_m,ECDF
0.11133396223808124,0.022222222222222223
0.7071067811865476,0.044444444444444446
1.0845437631686217,0.06666666666666667
1.315000242112889,0.08888888888888889
1.3648222201348494,0.1111111111111111
1.4568378913113196,0.13333333333333333
1.4656167591645068,0.15555555555555556
1.5285911792332556,0.17777777777777778
1.7253914632261007,0.2
1.7810555001871262,0.2222222222222222
2.070222628811741,0.24444444444444444
2.152830602230599,0.26666666666666666
2.1951145945235986,0.28888888888888886
2.314593749811784,0.3111111111111111
2.8191849645461513,0.3333333333333333
3.000048825050139,0.35555555555555557
3.1434422900524495,0.37777777777777777
3.147167876161819,0.4
3.210652529485482,0.4222222222222222
3.509159570567801,0.4444444444444444
3.511997875286738,0.4666666666666667
3.6625245388996586,0.4888888888888889
3.7881330884070126,0.5111111111111111
3.8089400308437726,0.5333333333333333
3.899575858700054,0.5555555555555556
4.0686589957900665,0.5777777777777777
4.070740598240512,0.6
4.093744418822253,0.6222222222222222
5.078197288352947,0.6444444444444445
5.197614595782394,0.6666666666666666
5.70087712549569,0.6888888888888889
6.289925379914149,0.7111111111111111
6.6778883965556775,0.7333333333333333
6.705550261906501,0.7555555555555555
6.860770593471768,0.7777777777777778
6.861246102957643,0.8
7.292313203845617,0.8222222222222222
7.426781887940952,0.8444444444444444
8.048949814013879,0.8666666666666667
8.165010352353772,0.8888888888888888
8.58405034545436,0.9111111111111111
10.182298103886898,0.9333333333333333
11.067971810589327,0.9555555555555556
12.349089035228468,0.9777777777777777
16.80773631397161,1.0
