Error_m,ECDF
0.30368472174467737,0.022222222222222223
0.45443268975688006,0.044444444444444446
0.5852395354269014,0.06666666666666667
0.632460475922966,0.08888888888888889
0.9923922699722938,0.1111111111111111
1.1066462315288175,0.13333333333333333
1.4755272323155708,0.15555555555555556
1.6089024485533596,0.17777777777777778
1.831074321421706,0.2
1.9819398417575256,0.2222222222222222
2.1504664845104147,0.24444444444444444
2.5105413376557713,0.26666666666666666
2.664267144567535,0.28888888888888886
2.805504825766004,0.3111111111111111
2.852088155011248,0.3333333333333333
2.932468413627917,0.35555555555555557
2.955302834548641,0.37777777777777777
3.086112182088884,0.4
3.1392853792337987,0.4222222222222222
3.1899286929387234,0.4444444444444444
3.263032013849941,0.4666666666666667
3.525812594075937,0.4888888888888889
3.6245189291738624,0.5111111111111111
3.7456597648923164,0.5333333333333333
3.8924770067439822,0.5555555555555556
3.909052648013731,0.5777777777777777
3.9098669686785628,0.6
4.144327710599434,0.6222222222222222
4.34276654234651,0.6444444444444445
4.578506078383213,0.6666666666666666
4.600962213754706,0.6888888888888889
4.712180799209021,0.7111111111111111
6.076492013345861,0.7333333333333333
6.2011826571571875,0.7555555555555555
6.201386996713032,0.7777777777777778
6.29343367059553,0.8
6.341975065774703,0.8222222222222222
6.3436993026704815,0.8444444444444444
6.413573505356596,0.8666666666666667
6.771076900231551,0.8888888888888888
7.1422313512395625,0.9111111111111111
8.53703844902518,0.9333333333333333
9.015249928877763,0.9555555555555556
10.211830361334808,0.9777777777777777
11.466810659601796,1.0
