error
3.9625087
2.6457114
3.9116664
4.844914
2.6367774
1.0083528
0.35390836
0.31348735
0.48838738
1.5151193
0.5496142
0.30971277
0.44298518
1.2580504
2.2046306
1.9221107
4.3052783
1.1382155
1.9601829
3.2098074
6.066517
0.57540846
0.97196925
0.9564375
1.7610548
3.6056857
2.691566
0.2621194
0.8065006
2.2089024
0.43815476
0.52592415
1.9740403
2.1859555
1.3565532
1.4197469
2.9391792
1.3670619
1.613367
0.6545615
0.5511422
1.9509357
1.5105094
2.2738645
2.2209828
