error
8.149798
9.22892
9.882577
10.96121
9.19164
5.866829
5.859969
5.986285
6.8407273
8.470122
5.698185
5.0390844
6.003543
4.237135
7.490132
3.942544
6.827324
5.4865584
4.647238
3.5437157
7.114545
5.0610223
1.8828142
2.835211
6.752951
3.2586284
0.7857395
3.2589703
7.747101
4.4279094
5.8801913
4.808105
3.4899232
4.5931835
7.557674
5.923297
5.7081413
6.4518156
7.0806932
6.294525
7.850153
8.946822
9.253049
10.612733
9.650457
