error,ecdf
0.32524538,0.02
0.41699338,0.04
0.5512591,0.06
0.95589465,0.08
0.99257356,0.1
1.0592623,0.12
1.1638554,0.14
1.3415459,0.16
1.3643398,0.18
1.4558873,0.2
1.4580212,0.22
1.754522,0.24
1.8661635,0.26
1.8726486,0.28
1.8746108,0.3
1.900098,0.32
1.9618726,0.34
2.053236,0.36
2.0916364,0.38
2.154818,0.4
2.1622617,0.42
2.1677022,0.44
2.2361343,0.46
2.3016884,0.48
2.5179353,0.5
2.6320724,0.52
2.7267148,0.54
2.8172958,0.56
2.8716557,0.58
2.957011,0.6
3.0307903,0.62
3.0422225,0.64
3.1149018,0.66
3.1977975,0.68
3.2081525,0.7
3.2211492,0.72
3.5284464,0.74
3.5493684,0.76
3.5998538,0.78
3.6173136,0.8
3.6447332,0.82
3.82672,0.84
3.853548,0.86
3.8768249,0.88
4.1063056,0.9
4.289703,0.92
4.3748293,0.94
4.623406,0.96
5.3770123,0.98
8.627613,1.0
