error
3.82672
3.0307903
2.2361343
4.3748293
3.1977975
2.7267148
2.5179353
4.623406
1.0592623
1.4558873
3.1149018
3.6173136
2.1677022
0.95589465
2.053236
1.8746108
0.32524538
1.8726486
4.1063056
2.0916364
1.754522
2.6320724
2.8716557
2.957011
3.6447332
3.8768249
3.0422225
3.5493684
1.1638554
0.5512591
8.627613
2.154818
1.8661635
0.41699338
2.8172958
1.900098
1.9618726
0.99257356
3.2081525
3.2211492
2.1622617
1.3643398
4.289703
5.3770123
3.853548
1.4580212
3.5998538
2.3016884
1.3415459
3.5284464
