2,2.5,-55.78389222,-49.25850581,-57.32276181,-50.65799514,-53.01121233,-46.9075597,-46.32825092,-55.0369289,-49.03633717,-46.89254334,-46.54805396,-49.66561454
2,2,-56.93394753,-56.26332418,-57.61775535,-52.15485827,-55.53217076,-46.90374064,-50.71696054,-51.23716674,-52.62728411,-47.68328437,-48.99900799,-53.01047884
2,1.5,-55.86640063,-50.63548095,-53.23565992,-61.08914608,-51.67107569,-50.2539219,-49.57927594,-53.06783714,-50.28660696,-54.46303166,-46.25708375,-52.14113834
2,1,-54.74352603,-57.04430732,-56.73259186,-46.37560944,-53.95449551,-50.16337681,-45.97587958,-55.81323625,-54.10840125,-52.73976862,-46.65110412,-56.05017737
2,0.5,-54.53704922,-68.4270829,-49.33534381,-54.9106021,-52.57067823,-59.09662214,-48.31991607,-51.55609592,-52.65914124,-54.70427153,-48.53543119,-52.41568113
2.5,0.5,-60.07099225,-55.92374269,-53.26765958,-49.94842045,-49.81483378,-51.83607388,-47.40595087,-46.31892354,-52.49986301,-59.01000879,-50.55605942,-47.46539456
2.5,1,-56.96621084,-61.27081213,-51.74174774,-45.87362362,-53.54186737,-52.94673807,-46.30675334,-54.96882861,-52.76952265,-50.79373632,-48.59960408,-54.01376263
2.5,1.5,-50.23538409,-52.61119954,-59.74568166,-49.06183617,-51.5342137,-50.25235957,-46.962036,-54.86838115,-54.57632797,-48.80965851,-53.91334931,-57.20740239
2.5,2,-49.25159854,-55.91073935,-47.2784974,-53.62274533,-50.37302563,-47.28065909,-48.51472678,-47.26158806,-46.46651851,-45.33985513,-48.95497531,-48.95098708
2.5,2.5,-49.22200093,-49.75172733,-48.32778568,-47.24612266,-48.28816065,-46.5548326,-49.4848654,-51.82141759,-53.47516751,-45.36931577,-49.67344386,-50.11271748
2.5,3,-52.21931137,-57.66737084,-51.93876068,-55.39688922,-49.47005951,-53.7175492,-51.19407756,-49.39827058,-55.78051847,-55.90848046,-47.34104816,-51.61880248
2.5,3.5,-52.04676213,-62.9391861,-46.40714775,-53.7875961,-49.13006199,-51.56576548,-50.30703816,-50.29857961,-53.28392499,-53.23172556,-53.27608569,-52.24549001
2.5,4,-55.79311424,-49.4947915,-48.58928139,-47.09652197,-53.95008459,-45.05791171,-53.20077101,-56.15576749,-62.73351197,-46.40102594,-54.68200545,-54.41671674
2.5,4.5,-58.4366846,-54.85054981,-58.8013752,-53.914437,-52.45872136,-54.68336796,-50.44194197,-52.46753775,-54.69090441,-53.19065497,-53.32198809,-52.67780714
3,4.5,-53.72090981,-47.26189069,-47.36565063,-54.6117302,-47.14634038,-49.534953,-53.25976474,-52.67197654,-48.39674423,-51.57733307,-52.06506073,-54.83945623
3,4,-54.79793113,-45.84316126,-58.27037671,-51.54618635,-50.45847656,-45.88353137,-49.68157348,-53.52951815,-49.58422644,-47.35349426,-50.11204999,-51.36768704
3,3.5,-53.370597,-57.0916787,-50.94261382,-55,-54.03104083,-46.95092289,-50.57417282,-54.57616059,-54.5812103,-50.56557181,-51.57949171,-52.35969498
3,3,-54.71183987,-51.23743154,-48.58971542,-45.20780777,-52.95531421,-48.08722533,-52.26504063,-53.41485644,-59.54393311,-47.71687794,-50.49993057,-50.66872443
3,2.5,-53.23155004,-53.20516497,-50.00700105,-51.88601813,-50.91537986,-50.25540155,-48.98561494,-48.34680934,-56.41993539,-55.09322188,-48.95883382,-48.79635509
3,2,-55.31063109,-53.32065718,-49.32825259,-52.80731916,-51.42555201,-50.78241164,-49.72725108,-49.30800808,-49.76384323,-53.3117455,-49.02449488,-55.02317149
3,1.5,-54.03061321,-69.00909268,-57.676294,-52.62259414,-56.29290694,-48.87830313,-48.37310514,-54.94263004,-56.42139565,-50.76986202,-49.5457204,-52.42141629
3,1,-58.88185684,-56.39275478,-62.86874787,-47.509406,-49.07405426,-48.86113406,-49.76746902,-49.20530609,-58.72263318,-48.74974435,-54.05739816,-49.47110384
3,0.5,-54.51594814,-58.89502254,-51.17198343,-57.42334688,-52.03045708,-52.29981543,-47.83557268,-46.57286675,-51.86315477,-55.29883739,-50.79627156,-44.90972855
3.5,0.5,-57.94366255,-49.29235002,-48.25239645,-57.82570583,-52.9881373,-53.14424534,-46.02562543,-46.35635631,-49.50863902,-48.79684963,-46.34337411,-46.84985824
3.5,1,-63.63367704,-51.73940055,-44.76582386,-54.87766833,-55.69178572,-47.41822369,-51.3124367,-47.18973993,-53.66877565,-46.71080524,-51.61613132,-47.98575184
3.5,1.5,-53.21096675,-49.24833063,-54.02002833,-52.60020522,-50.2294204,-47.92820591,-52.37832383,-51.27473279,-47.3636007,-48.53487505,-52.52278516,-48.80458154
3.5,2,-52.94775776,-47.18090356,-52.91199085,-53.94835847,-51.71367291,-49.32095224,-52.85787392,-48.44591305,-54.79069059,-48.53181689,-51.06870603,-55.28964893
3.5,2.5,-59.6254996,-52.31953095,-47.28140636,-54.08900495,-52.17914505,-43.73925622,-49.10041307,-52.1137273,-52.05464444,-50.79907033,-49.74371841,-55.11529863
3.5,3,-48.81426594,-45.53918842,-51.90646995,-54.94488006,-49.23452539,-48.95755948,-50.33590779,-48.42914383,-50.35201919,-46.90042887,-49.48572189,-47.60549569
3.5,3.5,-59.15400302,-48.00885715,-59.90150839,-54.92573228,-52.59890676,-44.18170285,-53.64491488,-52.49843528,-49.39436506,-42.60545608,-54.02526449,-50.717388
3.5,4,-57.14424512,-49.7934753,-50.28618168,-54.35885455,-52.69266304,-45.45964553,-52.47791445,-50.71010457,-55.09789968,-49.8778389,-58.30792816,-49.11022104
3.5,4.5,-56.07403088,-47.52765367,-55.17919023,-52.27524312,-55.24822464,-45.45924553,-51.47083853,-51.98203239,-58.37011517,-43.36739765,-54.11993181,-53.48725197
4,4.5,-70.40273474,-43.43511445,-51.22192972,-61.73312154,-51.05406397,-40.06369879,-50.66825593,-46.78282505,-51.39847596,-43.06451224,-50.84700132,-46.6931665
4,4,-57.06950756,-41.71556862,-46.77030974,-49.50702147,-52.97598111,-42.7223256,-50.72903543,-51.6101683,-52.45236629,-44.41170901,-48.84252423,-52.02258329
4,3.5,-45.67042208,-45.62912637,-47.67284005,-52.7067146,-51.67245111,-43.5893807,-48.43271877,-49.92051708,-47.17452738,-45.95160672,-49.54748178,-55.80109937
4,3,-52.86104835,-53.96146231,-47.64407069,-49.97804428,-52.03605995,-45.25875057,-55.34374856,-46.13057073,-50.20622225,-46.88660678,-58.94242322,-48.28284889
4,2.5,-55.30333265,-60.49441517,-50.87266142,-53.20317789,-52.93204621,-50.19227517,-49.66543607,-48.72021541,-49.45721501,-48.38495424,-50.74766552,-47.4196503
4,2,-53.47833825,-49.87055387,-49.59975262,-62.51565397,-51.40132789,-49.25873648,-54.75602998,-50.31883451,-50.55707867,-51.25465179,-53.5853928,-49.64720087
4,1.5,-53.29021148,-52.3650953,-48.44070393,-52.06317933,-49.08208003,-51.47010407,-52.01400656,-47.03126298,-50.37926014,-46.46630206,-47.9705205,-52.49918519
4,1,-55.55494339,-50.83015449,-54.78648721,-62.21368462,-50.92327981,-51.5068164,-54.35770839,-46.58108395,-58.17343613,-51.98743992,-54.47135486,-47.9254565
4,0.5,-56.94069128,-54.30758314,-44.78659515,-47.09914589,-52.23211853,-51.03722263,-51.28055947,-44.35175172,-53.57707654,-52.72356088,-53.46436677,-46.37738032
4.5,0.5,-61.87292842,-54.32173969,-43.52831064,-48.44510391,-51.47868813,-51.41689031,-51.67594756,-39.61757825,-50.73323961,-53.51827361,-48.25541202,-42.71760919
4.5,1,-50.46598278,-50.23517597,-43.80077535,-47.25109573,-49.21445718,-49.05752957,-50.83315193,-43.54716283,-49.27041326,-51.74764643,-51.79487141,-41.38903275
4.5,1.5,-56.94549131,-57.29368497,-49.92742271,-56.06155408,-50.45438484,-53.96910446,-51.57138824,-46.75899012,-50.7288572,-51.84686504,-48.42590771,-44.94437
4.5,2,-65.32347701,-51.98169805,-46.8921575,-49.64992899,-54.02768011,-46.21037185,-50.85162373,-49.39582381,-52.16182529,-47.595039,-56.71487561,-46.88761246
4.5,2.5,-54.69854672,-54.3972248,-48.40726981,-51.62573601,-54.40266627,-55.05085667,-51.65747622,-45.23316446,-54.08785686,-45.90128428,-50.87266382,-45.36191706
4.5,3,-56.12365034,-52.48349348,-50.78983196,-64.00685744,-51.09071837,-47.75027046,-51.76164864,-53.9060079,-50.54538999,-46.6901202,-52.81179656,-52.04975769
4.5,3.5,-62.34916028,-45.36163864,-46.65695037,-67.08274221,-54.23712213,-46.57735177,-55.74393816,-54.8349302,-61.45466199,-44.01156975,-60.01235982,-52.12248309
4.5,4,-58.06826527,-42.16723471,-47.40445382,-57.74324038,-51.04366546,-41.44246714,-50.83198892,-51.92635229,-53.10974867,-39.77660769,-48.65274549,-50.52392442
4.5,4.5,-51.83904725,-42.85238222,-50.96986836,-57.6950537,-51.29673289,-35.12637174,-52.19937552,-48.42435856,-49.09752256,-36.87195784,-52.07725299,-46.99657768
