0.5,0.5,-52.16220897,-59.1206391,-51.82678072,-36.29416086,-53.11860104,-53.13258924,-32.89052502,-54.43823276,-54.58745518,-50.96378658,-35.03319118,-53.4331262
0.5,1,-56.42115591,-58.47873763,-52.59496747,-45.99917112,-53.8007094,-51.40616509,-40.32693979,-52.89478896,-56.77440217,-55.04591877,-41.02394501,-54.58012665
0.5,1.5,-60.45888924,-52.92789426,-50.16361571,-40.71754269,-53.07584407,-52.90338565,-41.56813026,-51.25907635,-53.0215446,-56.14548784,-39.7613264,-51.06952191
0.5,2,-52.89950141,-50.1038436,-57.41551979,-46.43856026,-47.8301851,-54.88736098,-40.04658872,-55.1520147,-46.90661273,-51.85590059,-40.58823687,-53.93339493
0.5,2.5,-47.39946702,-58.66100632,-49.37068341,-42.78188684,-50.39059902,-49.40783461,-43.34542799,-54.81692116,-47.5318384,-49.23364939,-43.47537667,-52.47317468
0.5,3,-56.0604857,-54.91411583,-60.49142314,-46.10188806,-48.74807613,-51.81622478,-45.54909486,-53.25522481,-51.62597438,-59.42991428,-46.60218611,-55.42485526
0.5,3.5,-49.13206068,-68.41893325,-56.83674555,-51.18356716,-46.75650383,-49.88039945,-45.6011337,-52.55679209,-46.64200388,-49.50571258,-44.31840558,-53.29899509
0.5,4,-40.36544401,-52.25794875,-57.4404836,-49.4305407,-42.21665577,-51.85781887,-47.87803057,-57.46112675,-41.83184805,-56.08765812,-50.79714367,-55.02612811
0.5,4.5,-46.85274904,-54.22136242,-55.05977666,-51.23220597,-42.44095699,-51.47545189,-47.8631682,-52.91605071,-44.7109029,-52.28646253,-48.19574324,-54.54741164
1,4.5,-46.72519891,-55.79381369,-54.3711201,-48.73035571,-47.10169632,-56.73833372,-47.64372089,-53.30617927,-46.99298792,-54.09352753,-46.76587561,-60.59858334
1,4,-45.28437279,-57.57087375,-61.22186001,-49.16480826,-43.86888225,-51.64511941,-48.77155539,-58.29916351,-41.93317262,-51.58137789,-45.87489611,-57.74966147
1,3.5,-53.40964505,-55.32320534,-62.0461424,-45.0233016,-49.92666244,-51.10905493,-49.22959309,-56.42741245,-55.7534967,-54.73579427,-53.99713157,-55.52421331
1,3,-58.72524383,-66.52632161,-50.95677083,-47.52612899,-52.21516157,-53.889933,-48.80680129,-51.83766519,-54.03184947,-50.78502701,-49.50064561,-51.82968634
1,2.5,-49.36121882,-47.8381406,-58.3154529,-46.056238,-47.41138269,-48.90265485,-48.23112434,-52.51419209,-53.86747216,-48.35868387,-46.05799188,-53.49041644
1,2,-47.0557695,-62.27742333,-67.03415278,-43.39206117,-49.48525831,-51.37277636,-44.3825807,-55.89369675,-48.01319936,-52.70993773,-46.48306555,-56.87104591
1,1.5,-56.32379472,-56.39603935,-58.53303897,-40.70578262,-49.90216816,-49.75288071,-43.76108982,-53.03913608,-51.37274739,-47.33721849,-41.72304739,-54.05713211
1,1,-56.26532419,-49.40065876,-58.60519577,-40.90516407,-55.00787262,-52.59238119,-42.68861096,-50.91679174,-51.91378225,-51.43808224,-41.99563469,-54.40478176
1,0.5,-53.48842255,-48.69454689,-53.92086227,-47.56710288,-54.07048274,-52.31676226,-36.29656694,-53.88594525,-51.14092033,-54.00333562,-40.94154976,-52.29841588
1.5,0.5,-49.41075951,-56.15099433,-63.47064793,-43.27673646,-56.67436604,-51.05458429,-44.32620553,-54.90049242,-50.8026727,-51.57303538,-43.53330807,-52.91590935
1.5,1,-50.49533402,-47.65138963,-54.93730528,-46.07529862,-48.49876328,-50.43135864,-43.43139156,-50.20773302,-45.8524973,-46.82836829,-45.48792168,-54.92534469
1.5,1.5,-55.08918249,-49.18972621,-56.56965195,-45.84770012,-53.70752333,-52.57539119,-44.27827997,-51.69266716,-51.04599447,-48.70114104,-42.8825212,-48.26820256
1.5,2,-55.80112866,-48.3991704,-56.34947758,-50.1253358,-50.89900764,-47.94219044,-44.59925472,-54.05875909,-54.20075706,-47.52451292,-43.29094532,-52.33374838
1.5,2.5,-55.1648275,-49.30135139,-51.54966413,-46.33809777,-50.51739351,-52.66670852,-47.17428453,-54.13912931,-54.01505414,-54.05641719,-46.68598306,-56.51849333
1.5,3,-46.27328948,-47.93806203,-62.20349858,-47.33682571,-46.40785613,-48.01559791,-48.42623582,-54.51959085,-47.13518485,-48.01902688,-48.24107707,-56.60106137
1.5,3.5,-47.61133268,-51.50715513,-55.23844041,-52.37234053,-46.05802746,-50.39482348,-46.65087841,-52.45120969,-47.66707964,-49.94344564,-47.59459936,-54.07041067
1.5,4,-46.96154367,-51.96272391,-56.17767367,-56.92363631,-49.92710813,-47.30611746,-52.29790146,-58.03634962,-47.19922731,-44.99727432,-51.61753469,-52.77629349
1.5,4.5,-46.11302339,-55.38610847,-55.45910761,-49.0746256,-45.40866004,-52.59652179,-53.7576915,-55.75852479,-45.2373221,-54.79005406,-48.83091009,-51.22126213
2,4.5,-49.32938693,-48.10985131,-57.08823793,-45.46187229,-49.86688926,-51.78173159,-51.21304444,-55.7551575,-45.29712662,-46.72325151,-50.786854,-54.1798153
2,4,-46.17645238,-56.52704188,-55.00567416,-53.62085273,-46.28947051,-49.89334912,-52.64487072,-56.30007956,-50.25779736,-50.20633872,-46.50071238,-56.01861365
2,3.5,-47.23175675,-51.06959737,-52.30409002,-46.52950059,-48.85299094,-47.81521204,-49.77671139,-53.17141395,-46.64194355,-55.52627833,-56.85787678,-51.81733252
2,3,-61.03423543,-48.18838165,-53.17105533,-59.322698,-52.61870657,-48.82767854,-51.38496737,-54.6583347,-53.39416602,-46.13058527,-56.97381273,-57.997036
