0.5,0.5,-54.58745518,-50.96378658,-35.03319118,-53.4331262,-53.11860104,-53.13258924,-32.89052502,-54.43823276
0.5,1,-56.77440217,-55.04591877,-41.02394501,-54.58012665,-53.8007094,-51.40616509,-40.32693979,-52.89478896
0.5,1.5,-53.0215446,-56.14548784,-39.7613264,-51.06952191,-53.07584407,-52.90338565,-41.56813026,-51.25907635
0.5,2,-46.90661273,-51.85590059,-40.58823687,-53.93339493,-47.8301851,-54.88736098,-40.04658872,-55.1520147
0.5,2.5,-47.5318384,-49.23364939,-43.47537667,-52.47317468,-50.39059902,-49.40783461,-43.34542799,-54.81692116
0.5,3,-51.62597438,-59.42991428,-46.60218611,-55.42485526,-48.74807613,-51.81622478,-45.54909486,-53.25522481
0.5,3.5,-46.64200388,-49.50571258,-44.31840558,-53.29899509,-46.75650383,-49.88039945,-45.6011337,-52.55679209
0.5,4,-41.83184805,-56.08765812,-50.79714367,-55.02612811,-42.21665577,-51.85781887,-47.87803057,-57.46112675
0.5,4.5,-44.7109029,-52.28646253,-48.19574324,-54.54741164,-42.44095699,-51.47545189,-47.8631682,-52.91605071
1,4.5,-46.99298792,-54.09352753,-46.76587561,-60.59858334,-47.10169632,-56.73833372,-47.64372089,-53.30617927
1,4,-41.93317262,-51.58137789,-45.87489611,-57.74966147,-43.86888225,-51.64511941,-48.77155539,-58.29916351
1,3.5,-55.7534967,-54.73579427,-53.99713157,-55.52421331,-49.92666244,-51.10905493,-49.22959309,-56.42741245
1,3,-54.03184947,-50.78502701,-49.50064561,-51.82968634,-52.21516157,-53.889933,-48.80680129,-51.83766519
1,2.5,-53.86747216,-48.35868387,-46.05799188,-53.49041644,-47.41138269,-48.90265485,-48.23112434,-52.51419209
1,2,-48.01319936,-52.70993773,-46.48306555,-56.87104591,-49.48525831,-51.37277636,-44.3825807,-55.89369675
1,1.5,-51.37274739,-47.33721849,-41.72304739,-54.05713211,-49.90216816,-49.75288071,-43.76108982,-53.03913608
1,1,-51.91378225,-51.43808224,-41.99563469,-54.40478176,-55.00787262,-52.59238119,-42.68861096,-50.91679174
1,0.5,-51.14092033,-54.00333562,-40.94154976,-52.29841588,-54.07048274,-52.31676226,-36.29656694,-53.88594525
1.5,0.5,-50.8026727,-51.57303538,-43.53330807,-52.91590935,-56.67436604,-51.05458429,-44.32620553,-54.90049242
1.5,1,-45.8524973,-46.82836829,-45.48792168,-54.92534469,-48.49876328,-50.43135864,-43.43139156,-50.20773302
1.5,1.5,-51.04599447,-48.70114104,-42.8825212,-48.26820256,-53.70752333,-52.57539119,-44.27827997,-51.69266716
1.5,2,-54.20075706,-47.52451292,-43.29094532,-52.33374838,-50.89900764,-47.94219044,-44.59925472,-54.05875909
1.5,2.5,-54.01505414,-54.05641719,-46.68598306,-56.51849333,-50.51739351,-52.66670852,-47.17428453,-54.13912931
1.5,3,-47.13518485,-48.01902688,-48.24107707,-56.60106137,-46.40785613,-48.01559791,-48.42623582,-54.51959085
1.5,3.5,-47.66707964,-49.94344564,-47.59459936,-54.07041067,-46.05802746,-50.39482348,-46.65087841,-52.45120969
1.5,4,-47.19922731,-44.99727432,-51.61753469,-52.77629349,-49.92710813,-47.30611746,-52.29790146,-58.03634962
1.5,4.5,-45.2373221,-54.79005406,-48.83091009,-51.22126213,-45.40866004,-52.59652179,-53.7576915,-55.75852479
2,4.5,-45.29712662,-46.72325151,-50.786854,-54.1798153,-49.86688926,-51.78173159,-51.21304444,-55.7551575
2,4,-50.25779736,-50.20633872,-46.50071238,-56.01861365,-46.28947051,-49.89334912,-52.64487072,-56.30007956
2,3.5,-46.64194355,-55.52627833,-56.85787678,-51.81733252,-48.85299094,-47.81521204,-49.77671139,-53.17141395
2,3,-53.39416602,-46.13058527,-56.97381273,-57.997036,-52.61870657,-48.82767854,-51.38496737,-54.6583347
2,2.5,-49.03633717,-46.89254334,-46.54805396,-49.66561454,-53.01121233,-46.9075597,-46.32825092,-55.0369289
2,2,-52.62728411,-47.68328437,-48.99900799,-53.01047884,-55.53217076,-46.90374064,-50.71696054,-51.23716674
2,1.5,-50.28660696,-54.46303166,-46.25708375,-52.14113834,-51.67107569,-50.2539219,-49.57927594,-53.06783714
2,1,-54.10840125,-52.73976862,-46.65110412,-56.05017737,-53.95449551,-50.16337681,-45.97587958,-55.81323625
2,0.5,-52.65914124,-54.70427153,-48.53543119,-52.41568113,-52.57067823,-59.09662214,-48.31991607,-51.55609592
2.5,0.5,-52.49986301,-59.01000879,-50.55605942,-47.46539456,-49.81483378,-51.83607388,-47.40595087,-46.31892354
2.5,1,-52.76952265,-50.79373632,-48.59960408,-54.01376263,-53.54186737,-52.94673807,-46.30675334,-54.96882861
2.5,1.5,-54.57632797,-48.80965851,-53.91334931,-57.20740239,-51.5342137,-50.25235957,-46.962036,-54.86838115
2.5,2,-46.46651851,-45.33985513,-48.95497531,-48.95098708,-50.37302563,-47.28065909,-48.51472678,-47.26158806
2.5,2.5,-53.47516751,-45.36931577,-49.67344386,-50.11271748,-48.28816065,-46.5548326,-49.4848654,-51.82141759
2.5,3,-55.78051847,-55.90848046,-47.34104816,-51.61880248,-49.47005951,-53.7175492,-51.19407756,-49.39827058
2.5,3.5,-53.28392499,-53.23172556,-53.27608569,-52.24549001,-49.13006199,-51.56576548,-50.30703816,-50.29857961
2.5,4,-62.73351197,-46.40102594,-54.68200545,-54.41671674,-53.95008459,-45.05791171,-53.20077101,-56.15576749
2.5,4.5,-54.69090441,-53.19065497,-53.32198809,-52.67780714,-52.45872136,-54.68336796,-50.44194197,-52.46753775
3,4.5,-48.39674423,-51.57733307,-52.06506073,-54.83945623,-47.14634038,-49.534953,-53.25976474,-52.67197654
3,4,-49.58422644,-47.35349426,-50.11204999,-51.36768704,-50.45847656,-45.88353137,-49.68157348,-53.52951815
3,3.5,-54.5812103,-50.56557181,-51.57949171,-52.35969498,-54.03104083,-46.95092289,-50.57417282,-54.57616059
3,3,-59.54393311,-47.71687794,-50.49993057,-50.66872443,-52.95531421,-48.08722533,-52.26504063,-53.41485644
3,2.5,-56.41993539,-55.09322188,-48.95883382,-48.79635509,-50.91537986,-50.25540155,-48.98561494,-48.34680934
3,2,-49.76384323,-53.3117455,-49.02449488,-55.02317149,-51.42555201,-50.78241164,-49.72725108,-49.30800808
3,1.5,-56.42139565,-50.76986202,-49.5457204,-52.42141629,-56.29290694,-48.87830313,-48.37310514,-54.94263004
3,1,-58.72263318,-48.74974435,-54.05739816,-49.47110384,-49.07405426,-48.86113406,-49.76746902,-49.20530609
3,0.5,-51.86315477,-55.29883739,-50.79627156,-44.90972855,-52.03045708,-52.29981543,-47.83557268,-46.57286675
3.5,0.5,-49.50863902,-48.79684963,-46.34337411,-46.84985824,-52.9881373,-53.14424534,-46.02562543,-46.35635631
3.5,1,-53.66877565,-46.71080524,-51.61613132,-47.98575184,-55.69178572,-47.41822369,-51.3124367,-47.18973993
3.5,1.5,-47.3636007,-48.53487505,-52.52278516,-48.80458154,-50.2294204,-47.92820591,-52.37832383,-51.27473279
3.5,2,-54.79069059,-48.53181689,-51.06870603,-55.28964893,-51.71367291,-49.32095224,-52.85787392,-48.44591305
3.5,2.5,-52.05464444,-50.79907033,-49.74371841,-55.11529863,-52.17914505,-43.73925622,-49.10041307,-52.1137273
3.5,3,-50.35201919,-46.90042887,-49.48572189,-47.60549569,-49.23452539,-48.95755948,-50.33590779,-48.42914383
3.5,3.5,-49.39436506,-42.60545608,-54.02526449,-50.717388,-52.59890676,-44.18170285,-53.64491488,-52.49843528
3.5,4,-55.09789968,-49.8778389,-58.30792816,-49.11022104,-52.69266304,-45.45964553,-52.47791445,-50.71010457
3.5,4.5,-58.37011517,-43.36739765,-54.11993181,-53.48725197,-55.24822464,-45.45924553,-51.47083853,-51.98203239
4,4.5,-51.39847596,-43.06451224,-50.84700132,-46.6931665,-51.05406397,-40.06369879,-50.66825593,-46.78282505
4,4,-52.45236629,-44.41170901,-48.84252423,-52.02258329,-52.97598111,-42.7223256,-50.72903543,-51.6101683
4,3.5,-47.17452738,-45.95160672,-49.54748178,-55.80109937,-51.67245111,-43.5893807,-48.43271877,-49.92051708
4,3,-50.20622225,-46.88660678,-58.94242322,-48.28284889,-52.03605995,-45.25875057,-55.34374856,-46.13057073
4,2.5,-49.45721501,-48.38495424,-50.74766552,-47.4196503,-52.93204621,-50.19227517,-49.66543607,-48.72021541
4,2,-50.55707867,-51.25465179,-53.5853928,-49.64720087,-51.40132789,-49.25873648,-54.75602998,-50.31883451
4,1.5,-50.37926014,-46.46630206,-47.9705205,-52.49918519,-49.08208003,-51.47010407,-52.01400656,-47.03126298
4,1,-58.17343613,-51.98743992,-54.47135486,-47.9254565,-50.92327981,-51.5068164,-54.35770839,-46.58108395
4,0.5,-53.57707654,-52.72356088,-53.46436677,-46.37738032,-52.23211853,-51.03722263,-51.28055947,-44.35175172
4.5,0.5,-50.73323961,-53.51827361,-48.25541202,-42.71760919,-51.47868813,-51.41689031,-51.67594756,-39.61757825
4.5,1,-49.27041326,-51.74764643,-51.79487141,-41.38903275,-49.21445718,-49.05752957,-50.83315193,-43.54716283
4.5,1.5,-50.7288572,-51.84686504,-48.42590771,-44.94437,-50.45438484,-53.96910446,-51.57138824,-46.75899012
4.5,2,-52.16182529,-47.595039,-56.71487561,-46.88761246,-54.02768011,-46.21037185,-50.85162373,-49.39582381
4.5,2.5,-54.08785686,-45.90128428,-50.87266382,-45.36191706,-54.40266627,-55.05085667,-51.65747622,-45.23316446
4.5,3,-50.54538999,-46.6901202,-52.81179656,-52.04975769,-51.09071837,-47.75027046,-51.76164864,-53.9060079
