Error_m,ECDF
0.5791734600352835,0.0625
0.6400962957009101,0.125
0.6964425777001311,0.1875
0.8770381465316457,0.25
0.8836695051027196,0.3125
0.9907730713668916,0.375
1.0061748687047327,0.4375
1.269329712505574,0.5
1.2891256042683683,0.5625
1.537874958074012,0.625
1.5801911901490415,0.6875
1.7415373122542046,0.75
1.9679655727478926,0.8125
2.1409910413981104,0.875
2.177123708408331,0.9375
2.269120622470492,1.0
