Error_m,ECDF
0.6209390326005039,0.0625
0.6654075629874157,0.125
1.210534618011731,0.1875
1.3185790792826648,0.25
1.467011195233266,0.3125
1.7741192156071386,0.375
1.8580496717067603,0.4375
2.12785283193351,0.5
2.416214769067921,0.5625
2.461163426937848,0.625
2.5214877918100447,0.6875
2.7340201384425935,0.75
2.98693960933723,0.8125
3.3473103441178744,0.875
4.109791871806216,0.9375
4.252204527368832,1.0
