error
4.1716833
2.7128556
4.420368
9.470024
4.9265165
1.8786639
1.3126655
2.9562824
4.05923
2.0829222
1.3578249
3.604261
2.8722527
0.6196216
4.214326
1.2721606
4.125063
1.8267475
1.2713791
1.5369565
3.7249146
1.97028
3.344241
3.587054
3.4222088
1.1839087
4.1408195
0.6559534
5.4429197
4.056409
0.88574046
1.6144998
3.6201365
1.9540824
1.0907884
1.3492948
1.537114
6.3464217
0.86675024
5.7209997
2.0819738
1.9625036
3.8491938
2.7963672
1.1396265
