x,y,ble_rssi1,ble_rssi2,ble_rssi3,ble_rssi4,ble_rssi5,ble_rssi6,ble_rssi7,ble_rssi8,sle_rssi1,sle_rssi2,sle_rssi3,sle_rssi4,sle_rssi5,sle_rssi6,sle_rssi7,sle_rssi8
9.0,4.5,-72.75256679,-65.66032795,-71.44187155,-67.07168123,-67.68175641,-57.65510578,-55.2338041,-73.12791394,-73.83592893,-65.03117435,-70.29950716,-71.13715979,-70.17497645,-57.59873709,-56.54288355,-69.97664191
9.0,3.0,-84.23052946,-65.00204661,-80.57878285,-64.81500434,-72.01747897,-60.93223025,-52.21157357,-70.03148218,-76.74013679,-66.29602937,-81.21345753,-67.71790931,-67.97869307,-62.22680895,-51.17352588,-65.38633923
9.0,1.5,-74.02967355,-66.92390643,-80.25625057,-71.44644512,-67.5410081,-64.15520263,-55.49787917,-60.64228042,-75.25982078,-67.69277728,-78.12295125,-72.55460166,-66.44581692,-62.5899945,-53.99870134,-60.24349557
10.5,1.5,-71.89344476,-69.1590563,-78.13286659,-72.28134869,-73.61284046,-64.86659932,-44.5685549,-62.59836452,-70.67531892,-67.49496492,-76.50063096,-76.65179258,-75.44514077,-65.60506462,-46.16168202,-63.56905482
10.5,3.0,-73.2067904,-66.14268312,-78.12051133,-77.74236624,-68.82834023,-61.35813715,-50.02174393,-66.03115008,-73.57175769,-69.17158691,-79.59683438,-74.92718534,-66.76677417,-59.62881058,-50.99531841,-64.17899672
10.5,4.5,-74.90689148,-66.00415481,-75.45628095,-72.00623396,-65.0703081,-63.39653825,-52.50016537,-69.15412238,-73.35333823,-69.67727406,-74.37202587,-72.21638065,-63.80053069,-64.82629498,-53.61631185,-68.24977319
10.5,6.0,-74.21077219,-65.42827373,-78.63719837,-73.52163502,-61.19703308,-63.62308525,-54.44260695,-69.00364852,-73.70370335,-65.87473758,-78.12836599,-71.23481202,-62.40385241,-66.46775491,-56.01001424,-70.75023846
10.5,7.5,-78.95179686,-67.49305591,-70.35607621,-67.72895007,-63.35451528,-61.16003465,-57.02810646,-62.19560526,-76.62055417,-69.2134819,-72.31043872,-72.7464348,-62.01999576,-61.8230716,-57.19206473,-65.59809367
10.5,9.0,-79.42780343,-67.83994869,-71.1812359,-70.81001616,-62.03688504,-63.40022764,-57.34170638,-63.64631171,-77.33994743,-71.74417643,-70.0040051,-70.56697617,-62.77592652,-67.28835338,-58.70460412,-62.41770788
10.5,10.5,-73.44579594,-70.97380145,-70.69996146,-68.13312009,-67.00095318,-72.8123685,-62.6513646,-66.96062743,-73.90798213,-71.15983513,-72.19056895,-70.00356571,-60.79169863,-64.33939689,-62.06417466,-69.79390741
10.5,12.0,-70.83004014,-68.20181243,-67.78317013,-62.75784975,-67.84601576,-66.41180433,-58.90116204,-77.38732821,-71.55981826,-67.40892073,-69.9872583,-68.99709195,-61.85287249,-63.3298426,-62.67691998,-71.87536092
10.5,13.5,-75.29184581,-69.28074059,-72.91968685,-71.51562976,-72.02059844,-63.6001844,-60.10237428,-67.59408937,-70.36382616,-65.82229535,-70.74255436,-68.30119448,-62.98197252,-62.24949411,-61.71240299,-69.50168948
10.5,15.0,-72.08343019,-66.42223871,-75.9503482,-73.66553761,-73.89387494,-66.94358069,-62.09760339,-71.05737421,-69.87973655,-67.02547428,-72.46638046,-74.22014864,-74.43846677,-63.64919955,-63.94735955,-67.81335174
10.5,16.5,-73.70631743,-64.49904881,-71.05645509,-69.0640948,-69.03111959,-63.97591998,-69.26414249,-65.30132651,-70.1193016,-63.01610225,-73.19523563,-66.86004079,-71.15092107,-64.91346346,-68.15508979,-67.43627261
10.5,18.0,-71.65239762,-64.65156773,-70.10474641,-71.28236041,-64.05091555,-62.57802506,-71.51735871,-70.42442405,-71.13231542,-63.02839408,-71.50389651,-62.53190876,-66.50270168,-63.8868111,-69.46536574,-68.76705521
10.5,19.5,-81.17948873,-61.71697368,-72.84366866,-69.18852429,-69.66922302,-70.13988399,-65.82974947,-71.93443055,-76.01141872,-61.86672915,-69.81403795,-70.21241711,-64.91385776,-71.44670071,-66.04528205,-69.81776832
10.5,21.0,-69.28375373,-63.13948906,-62.78137775,-72.9529584,-63.22847631,-67.02422807,-63.61305417,-67.53943364,-69.58770935,-57.85307296,-65.15522332,-71.12099196,-65.10155486,-72.37977146,-65.00935607,-67.69177834
10.5,22.5,-70.03726833,-60.55859371,-64.48558402,-65.81949686,-68.33811459,-66.04582001,-64.84632686,-77.04032107,-74.66343505,-54.72624598,-62.91008931,-71.97885271,-70.05525088,-65.14128718,-59.74691634,-71.75601389
10.5,24.0,-68.47942321,-57.7640874,-64.42855886,-67.44152139,-62.92714433,-62.79308833,-65.58850941,-73.56674455,-69.57612496,-59.74480649,-63.77903817,-63.21976293,-67.07134223,-63.25970815,-66.40726271,-72.70122078
10.5,25.5,-68.08921002,-54.90328725,-65.95368647,-71.97942387,-67.1370663,-66.99322402,-66.10999389,-79.2487155,-70.01712894,-52.38096984,-63.58038549,-71.02728199,-67.19987038,-69.5648235,-64.49565481,-77.01569872
10.5,27.0,-67.15125594,-45.26748803,-66.59941947,-74.09703309,-73.48296668,-72.86308624,-64.68124074,-77.61320323,-68.34045064,-43.95691771,-66.32288668,-72.37033788,-72.74866726,-68.90419149,-67.90528846,-75.53069354
12.0,27.0,-68.08177102,-56.8715646,-68.23001375,-77.4433358,-73.91474757,-70.78813839,-65.79507854,-71.39202194,-71.23456669,-51.38633528,-69.23067656,-75.67593797,-73.37974778,-68.09455354,-66.34121955,-72.44576636
12.0,25.5,-68.33179805,-55.22199075,-65.82387357,-69.53362041,-70.93004225,-66.70957376,-66.0296617,-72.99782731,-70.75159694,-53.51876112,-68.54532797,-67.8374283,-68.8834427,-68.57053804,-65.82071745,-72.95172951
12.0,24.0,-70.93030597,-61.40325776,-72.02799038,-71.23902825,-63.34216941,-78.38436455,-63.33974304,-75.30987633,-70.39991517,-60.13226819,-71.93272,-69.39062416,-71.62520433,-71.18486529,-65.04757062,-71.99771199
12.0,22.5,-71.57965102,-62.46186018,-66.01570224,-65.55656544,-63.95559476,-70.78033611,-63.74056925,-75.11394389,-72.75256387,-60.96716653,-69.49653254,-67.74162819,-66.11998396,-70.33524592,-65.18805919,-73.37365758
12.0,21.0,-71.09300877,-63.07770574,-61.92060782,-67.91728556,-71.8659645,-67.85249825,-63.65239957,-71.52493074,-70.3203999,-61.24069287,-65.99228909,-74.10901854,-66.12538146,-65.57529581,-65.37194593,-75.70296524
12.0,19.5,-75.66930805,-61.28769724,-68.89781579,-64.75462969,-65.24218196,-60.68401608,-66.75602786,-71.447322,-75.70322762,-60.56596713,-71.27925262,-69.29190715,-64.34424104,-61.27842196,-65.486701,-71.68377712
12.0,18.0,-77.59073547,-62.52264411,-73.58151485,-69.02248561,-65.95456187,-60.74370598,-68.49558054,-70.04348994,-76.758473,-63.90123831,-69.1315212,-67.17578718,-63.77564249,-62.04074717,-68.5558187,-71.72456523
12.0,16.5,-71.21790162,-70.22432337,-68.06360292,-74.40588196,-65.41089704,-64.022372,-64.09556326,-65.40567572,-75.54525567,-62.60807968,-68.17738864,-70.18559568,-65.3880231,-65.11080398,-65.31185076,-71.45545673
12.0,15.0,-72.60395892,-67.29437067,-69.76750948,-81.717285,-73.46062764,-60.78136811,-62.78632847,-65.50686349,-69.39953365,-66.45920491,-70.18789482,-75.60587892,-73.27789432,-63.9373945,-60.32710062,-65.7849376
12.0,13.5,-72.07064223,-67.36515214,-72.72277225,-66.79911398,-63.27691994,-63.79832888,-59.8355003,-72.61671654,-73.63491938,-67.94394016,-71.42846048,-70.82552312,-63.34976905,-65.88802881,-60.38329564,-69.79551702
12.0,12.0,-71.51919169,-68.81043916,-71.09099542,-63.73826788,-68.46406415,-67.83793814,-61.99074902,-67.07088684,-74.27482712,-70.33236946,-75.1357593,-68.60225573,-67.11665862,-68.80039173,-64.303291,-67.56912417
12.0,10.5,-73.61747313,-68.72260782,-72.91705947,-67.49389945,-67.32715904,-74.2647505,-62.65818046,-68.28865361,-74.52242626,-72.49784381,-72.15466067,-70.49152225,-68.87925347,-73.25118814,-62.22630016,-73.417439
12.0,9.0,-74.93659069,-73.86050874,-70.66713456,-68.90551577,-73.09113601,-67.34527691,-57.35387212,-64.28467738,-73.43481992,-71.96499617,-70.15548165,-69.95198788,-68.48747536,-68.36526458,-59.78707817,-64.20693395
12.0,7.5,-77.13365025,-67.32224527,-78.02022576,-71.18778206,-66.07958738,-58.30215996,-57.7174328,-63.34427025,-76.53387492,-72.17772948,-74.07693848,-68.5887968,-63.89736736,-61.25959122,-58.50232033,-64.15017288
12.0,6.0,-74.12775509,-67.18130595,-78.88161389,-75.14251594,-63.10526198,-63.91448648,-54.63837557,-64.32999493,-75.6668362,-70.56450715,-75.54671327,-69.44097907,-60.79089041,-64.63979989,-55.34655224,-61.96487996
12.0,4.5,-75.54463635,-66.88516884,-69.87413466,-78.57749606,-62.14920133,-64.57534704,-51.90344175,-68.40502366,-78.18448831,-67.74797715,-70.95864554,-72.11562854,-60.36409979,-68.1619579,-53.07446007,-66.04242089
12.0,3.0,-73.08787281,-67.61366008,-69.79676642,-73.90679326,-73.03197717,-61.97765086,-48.81838335,-61.56746131,-74.08277282,-69.33901549,-70.44445522,-73.70804815,-73.22076139,-63.32116324,-50.39739705,-63.14332604
12.0,1.5,-73.05622674,-69.59980817,-73.89248697,-73.71856817,-77.29991524,-67.64962803,-43.09062482,-62.48149403,-75.88318973,-70.45512672,-71.18910166,-77.88017648,-74.54285134,-65.88835293,-42.84804733,-69.75601439
13.5,1.5,-78.72048875,-68.99777276,-78.87178209,-70.03178052,-66.86310645,-66.65254664,-47.64339224,-68.41708327,-76.89803511,-69.34675522,-80.36128668,-74.75943869,-65.30978114,-63.86219698,-49.3359352,-64.89695707
13.5,3.0,-77.13258503,-67.67263883,-72.46621864,-74.88956778,-69.08088963,-65.97646136,-50.76245087,-67.74479989,-74.21763439,-69.8571001,-69.89747188,-74.18733966,-64.55539215,-66.6024349,-49.55272374,-67.59974261
13.5,4.5,-77.36553351,-70.76606851,-72.57591776,-71.18841975,-67.88173745,-66.26064168,-52.12503501,-63.96988721,-74.11484833,-69.1302998,-74.27615513,-74.09231004,-72.66949542,-66.42829594,-56.47171359,-62.93362899
13.5,6.0,-76.04892334,-71.56302939,-69.79599769,-73.07106025,-63.24115317,-64.01087102,-57.98558336,-61.11142421,-72.69141121,-69.89178003,-68.99362428,-73.55730212,-64.67067909,-68.32221213,-58.33389461,-63.15697885
13.5,7.5,-72.58491283,-72.48917821,-70.06694803,-75.72210782,-64.34176554,-62.09799165,-57.20293224,-59.20766128,-76.02187371,-73.56483985,-68.26885972,-70.76057237,-65.33083615,-65.92746077,-55.4837589,-62.15372655
13.5,9.0,-72.77347333,-69.84792903,-74.68976195,-66.51079333,-58.89755461,-63.02081109,-55.61944893,-75.37665055,-74.20428704,-69.64844818,-74.43009526,-69.58699562,-60.0154936,-70.15492413,-59.46626192,-72.07245799
13.5,10.5,-72.50548368,-68.08774708,-72.27956824,-67.10013507,-64.11869826,-72.30793096,-58.46314157,-68.01608021,-74.71175781,-73.15400011,-77.66782947,-70.51296121,-62.94708424,-72.71474648,-59.85273523,-66.87821464
13.5,12.0,-74.85403746,-73.96987365,-78.15658336,-65.53145329,-69.01317409,-71.64581834,-63.08216599,-65.81006054,-74.90566794,-70.91564373,-74.96348857,-66.04352635,-64.86293981,-71.82087152,-67.09020156,-65.17126763
13.5,13.5,-71.48264517,-69.42358138,-73.20824903,-66.47749057,-64.76684256,-64.23861124,-63.20797228,-69.40908153,-71.95090945,-67.31478937,-70.21857928,-66.06914124,-60.46679237,-67.68916459,-61.32703303,-71.24475368
13.5,15.0,-70.51074481,-69.13441822,-65.86192874,-76.99142258,-73.12556804,-61.03746827,-61.87211837,-72.5432476,-70.87313455,-66.80227558,-64.58152101,-72.28830144,-66.9422443,-64.37797319,-62.86796248,-69.06225816
13.5,16.5,-77.26997083,-65.57485701,-66.38775349,-68.79149123,-66.76083597,-61.10974922,-67.19566047,-73.5018942,-74.482006,-64.12403587,-65.29184991,-62.64210744,-73.70039923,-63.20368665,-66.94910329,-73.08318665
13.5,18.0,-73.78634049,-62.78954415,-65.95940609,-66.73341004,-67.03829624,-60.49411838,-69.91362077,-74.71510258,-78.26540146,-62.52989923,-64.08872724,-64.7984096,-66.71911268,-59.93324624,-68.56764845,-76.67194213
13.5,19.5,-70.11892652,-62.10886854,-72.45078359,-64.26520972,-61.63009311,-61.7025414,-64.7584613,-71.51886222,-73.19150992,-60.66434778,-68.2696675,-68.33476256,-64.6443368,-63.91324153,-65.19985047,-73.888119
13.5,21.0,-69.94621336,-65.69771252,-66.89773775,-68.48606726,-63.6817645,-63.6920565,-62.27316297,-70.53582179,-69.97107756,-62.27045032,-72.40359143,-70.03324204,-64.65188067,-62.16761202,-62.55977925,-70.37082084
13.5,22.5,-76.48057731,-62.47755324,-65.64437336,-72.40175176,-65.91142656,-62.95964622,-62.06240367,-68.13029132,-70.45909787,-63.43870465,-66.29156362,-67.60752875,-71.32658999,-62.92988124,-62.54591373,-68.8136374
13.5,24.0,-68.59006697,-65.25878679,-64.3476317,-71.35462818,-70.54913813,-67.49163762,-64.55202263,-69.91249086,-68.9946118,-58.32396851,-68.00956871,-71.11344051,-77.40946346,-71.35611912,-62.0479964,-72.79433275
13.5,25.5,-71.63736954,-61.54084738,-70.23524823,-71.88282502,-68.99514065,-76.61350245,-68.17401188,-70.83045197,-68.15013713,-58.03915272,-67.66123991,-70.16279689,-73.43568652,-73.173044,-64.12496223,-71.63006419
13.5,27.0,-68.88795385,-56.16805726,-70.0905105,-71.23395242,-63.26306892,-77.89569487,-69.70040021,-75.96862293,-68.8418649,-65.1727459,-68.97010705,-72.32063013,-67.28813622,-74.62784552,-68.22412839,-77.67870417
15.0,27.0,-66.56964073,-64.77631055,-66.90901948,-71.18237725,-64.55012622,-71.35886436,-67.82117996,-72.41309395,-65.80135786,-62.56941686,-63.28979656,-75.01616674,-68.40147883,-74.2098422,-69.21610331,-70.82753819
15.0,25.5,-68.08611501,-59.75488788,-63.27366249,-70.05482328,-62.85418025,-71.77728791,-65.01129262,-77.98985224,-69.3898397,-56.53505823,-64.25322974,-74.47542834,-71.18330297,-71.26407758,-65.77526711,-76.33951638
15.0,24.0,-72.68214943,-62.46638147,-65.8860022,-70.58943202,-73.8457398,-65.16514606,-61.03881403,-77.39553485,-73.3917448,-62.64046936,-66.20528742,-70.4995446,-75.48737385,-62.04753422,-63.40859906,-78.39420777
15.0,22.5,-73.2644896,-66.70709938,-67.81733975,-68.90654036,-70.30403151,-62.3692666,-62.22451994,-70.34191943,-70.34259945,-67.01614434,-67.88705742,-69.22360921,-70.79633004,-61.96661905,-62.02811582,-68.64588042
15.0,21.0,-74.99756248,-62.40638466,-68.0467523,-68.26836247,-66.32072398,-63.95968652,-65.30701401,-66.213958,-71.71359346,-64.72359915,-66.080325,-72.49852092,-70.33153269,-63.6200935,-64.26703203,-72.27660711
15.0,19.5,-76.15094688,-70.16388003,-65.90899058,-66.8151334,-68.01101568,-61.12783793,-63.35386759,-63.10680719,-73.63444002,-66.13403402,-70.05778469,-64.86170161,-66.04586136,-62.48847302,-62.49651965,-68.73049521
15.0,18.0,-80.9643213,-64.47032211,-69.9681031,-69.09750905,-63.4442686,-61.42661149,-68.14856422,-73.52950275,-76.85575333,-61.08105,-65.22319095,-64.14074669,-62.50204483,-63.68267204,-66.5581797,-71.90532853
15.0,16.5,-80.94600563,-68.39051628,-63.283705,-64.98395885,-63.47668736,-61.7222753,-69.67027107,-74.7048731,-75.94986573,-66.80957409,-63.84250857,-63.23824505,-66.31949656,-60.76414236,-67.86115677,-77.59334256
15.0,15.0,-77.79435126,-67.5664315,-68.75561385,-79.59508832,-67.41706433,-60.55309742,-62.87430258,-73.91725332,-77.20237534,-65.2249986,-66.1104694,-73.36051242,-71.30162163,-63.9609202,-65.63616865,-73.03151211
15.0,13.5,-76.60967596,-69.55206502,-76.00422957,-68.27048356,-61.17354366,-70.33586225,-60.97368664,-68.17625655,-74.51709656,-69.98475056,-75.97846923,-65.83914464,-63.45230839,-71.38279728,-61.5182265,-66.78891503
15.0,12.0,-79.89390945,-70.6162783,-73.85289646,-69.95497598,-66.7790785,-71.40112402,-61.86692498,-67.22342681,-76.92071933,-72.59539425,-77.61943224,-66.54725812,-65.76350354,-74.7984705,-62.22119578,-67.64834002
15.0,10.5,-77.91302894,-72.57693181,-73.54291888,-67.52606141,-64.46639624,-65.48135276,-58.84757791,-65.93949807,-75.77705325,-72.61830132,-72.45920281,-73.25965351,-67.79435941,-68.59910353,-60.3284041,-64.94620751
15.0,9.0,-79.19289343,-72.31424412,-71.25026981,-66.49725232,-61.12354639,-69.90162014,-57.00748578,-64.44443533,-77.00923638,-72.18596969,-72.15668016,-69.34076271,-61.02471803,-70.47472891,-57.96443322,-63.74396625
15.0,7.5,-72.42057955,-68.93915803,-70.08032724,-68.08629989,-58.38045921,-67.66598647,-55.40541597,-71.91314866,-74.80838518,-71.88041663,-71.6602891,-76.54752914,-55.48956449,-68.420438,-56.68849982,-72.8686615
15.0,6.0,-74.60214783,-70.27812369,-69.18486688,-75.59478061,-64.59719731,-66.91541341,-58.90772428,-62.12749996,-71.48456887,-67.39027683,-72.18804515,-74.36446801,-66.62639065,-69.94854323,-60.11416409,-58.5699275
15.0,4.5,-75.93958747,-68.72067934,-77.45602393,-71.58528061,-74.25856356,-66.49510796,-56.90498554,-61.66927196,-73.51297,-71.36139171,-79.03327839,-76.30965147,-65.66932572,-67.22125831,-58.56824844,-64.9049945
15.0,3.0,-71.33607045,-74.70003977,-72.98816523,-73.18503316,-62.74587765,-63.47406746,-54.66986368,-63.11112873,-77.87270663,-71.54335022,-77.97580237,-74.64933095,-61.45347823,-63.13608522,-56.1093851,-60.93314063
15.0,1.5,-76.2841892,-70.88838166,-73.36367859,-73.55575048,-62.27159842,-64.7010653,-56.28809822,-57.85213097,-78.2348783,-71.69409468,-74.94610809,-74.6715109,-62.24431081,-64.13016438,-55.56110392,-70.67114952
16.5,1.5,-82.28612149,-73.79592174,-70.51457616,-70.83591416,-62.79715458,-70.7159691,-58.00157169,-61.27287877,-81.1616306,-77.74917723,-73.23160481,-74.84059983,-65.13847341,-69.97961193,-60.25105137,-62.81717617
16.5,3.0,-78.00216472,-73.14528338,-68.5237743,-75.41077941,-66.01058798,-71.21192745,-57.52120137,-60.50822354,-76.3591265,-71.43692118,-73.82997255,-74.88816175,-63.92966576,-68.25508483,-58.19908688,-59.72794092
16.5,4.5,-74.37363944,-76.83477654,-77.02245981,-72.99340061,-65.3621186,-65.68076398,-57.12807711,-55.78859238,-74.75990201,-71.19641677,-74.45843961,-75.20470211,-63.22239558,-67.74228212,-60.08244997,-54.23236067
16.5,6.0,-78.23693408,-71.32723945,-71.51999146,-79.09035603,-56.82685137,-65.85554411,-57.80313827,-59.88833717,-76.3897076,-71.37939688,-72.47084717,-77.96399454,-59.20775217,-68.15141985,-57.74871483,-57.90245388
16.5,7.5,-77.99102177,-75.62655501,-74.44590824,-70.99453309,-57.54498966,-76.70174389,-63.14806481,-64.31984386,-77.40059045,-71.77731827,-71.98440265,-71.74829429,-58.3580518,-76.10364799,-66.51722319,-64.84031273
16.5,9.0,-76.39838499,-80.95817169,-73.34050805,-65.44295122,-56.3989923,-67.82378137,-67.07682449,-61.17034152,-77.57654427,-76.10557248,-71.11309739,-73.1595306,-61.38908259,-67.85096812,-66.10210442,-63.36022065
16.5,10.5,-75.64914136,-79.20519156,-73.54201233,-67.29620152,-56.58772711,-65.91355042,-59.82342828,-64.35465606,-75.2597871,-73.29439996,-71.40857609,-74.93966672,-55.28401399,-70.10060839,-59.75134451,-67.32164245
16.5,12.0,-76.01767089,-76.84067357,-67.60442918,-70.50283149,-59.81728693,-64.73295555,-59.40814317,-70.56129907,-77.67474824,-73.7638978,-69.94473323,-70.74863701,-55.48614766,-65.74965061,-59.76382743,-61.82549272
16.5,13.5,-76.64985871,-67.97707561,-71.8085349,-74.06613586,-59.16741062,-69.31429865,-59.08123412,-64.96483377,-80.65081653,-69.38285879,-70.80250782,-67.73395878,-55.86023449,-73.5461537,-58.35701278,-65.13255353
16.5,15.0,-79.09880269,-68.82061664,-69.12242274,-80.22660746,-64.3519747,-72.05716452,-64.0582386,-63.7785345,-76.02327186,-68.32916477,-66.31076509,-78.59598576,-65.0421417,-68.23936719,-64.63717002,-66.59405015
16.5,16.5,-78.94203418,-71.88348606,-65.5833264,-75.36845134,-65.54898841,-69.68352037,-75.15553114,-69.46155785,-76.73361677,-66.52178485,-65.8303449,-68.47347358,-58.46351138,-72.248141,-69.36409962,-69.21967016
16.5,18.0,-76.4345386,-65.28717971,-68.67870959,-72.2609094,-60.92465231,-61.02253915,-73.78520742,-66.14036655,-76.74125838,-68.80707994,-68.585718,-67.99619536,-62.76212442,-63.00594781,-69.66910998,-71.50218215
16.5,19.5,-75.85032559,-64.42328372,-63.87886981,-73.85034446,-69.99659342,-63.66358022,-73.26767322,-72.37505747,-75.17357435,-69.03263409,-63.1861593,-70.82952962,-69.30501331,-65.82628284,-72.76655904,-70.74219782
16.5,21.0,-75.33545495,-70.04130045,-60.58524265,-70.87147618,-59.27519992,-63.3691959,-68.32484773,-72.11423536,-71.61806467,-75.60035217,-60.88918331,-74.67515422,-62.41417442,-62.17231429,-68.11076858,-71.10966817
16.5,22.5,-72.22244489,-64.84134422,-68.1738277,-71.47810099,-60.05629095,-68.07222239,-62.16474112,-69.11776399,-76.99787524,-63.5972155,-65.7771739,-73.35831458,-60.85456518,-64.40473974,-63.70815248,-67.45568691
16.5,24.0,-74.1734728,-73.76739999,-59.73906853,-76.17930795,-63.66196438,-76.30530722,-60.83478989,-71.1768144,-75.03937872,-71.85074357,-58.01192741,-74.25892453,-67.02628227,-75.99326729,-62.68183401,-69.40809142
16.5,25.5,-72.30993523,-71.53016169,-61.0703988,-76.28122061,-65.98420185,-68.62458777,-68.98162552,-75.64628558,-70.28857297,-68.20556762,-62.06209286,-73.94249735,-71.01206917,-66.16660314,-66.78950512,-69.81992511
16.5,27.0,-72.87946012,-62.2444625,-61.8422223,-69.55383588,-61.43536434,-67.58421182,-71.27028248,-70.32031572,-70.17844672,-69.1294294,-61.59558831,-79.81818971,-67.082677,-67.87226629,-73.91087126,-72.12433251
18.0,27.0,-73.0937643,-66.18812371,-59.50752605,-70.23121214,-59.63439265,-73.85239862,-70.10155756,-74.01950767,-72.00457871,-67.46961733,-59.4208549,-74.85361466,-66.01014612,-73.70649488,-70.95161967,-70.36523692
18.0,25.5,-74.20385502,-67.93164004,-62.92806148,-72.20094239,-60.9340971,-79.30451869,-75.34259318,-67.94161075,-74.92376758,-68.47261235,-59.75194823,-73.49082688,-67.25575146,-73.88302137,-72.46416234,-71.02453148
18.0,24.0,-74.79686152,-66.68699204,-60.58433371,-75.29279488,-60.0370885,-64.80779106,-69.21827148,-68.52401275,-75.0300062,-69.03672623,-58.61233158,-77.37098625,-64.40691696,-66.35152963,-70.86904844,-71.70119022
18.0,22.5,-74.78629899,-65.61599221,-62.34476912,-68.30148509,-62.08598889,-65.08805095,-68.42124673,-66.6081232,-76.51199804,-64.37081508,-61.60688197,-74.66146604,-66.16760061,-65.62695222,-69.50837207,-68.86750514
18.0,21.0,-73.92549216,-67.40743468,-69.24605137,-67.25083724,-60.6117116,-66.07962283,-70.29515148,-70.78287033,-72.0307557,-66.32850505,-65.38398279,-76.75389231,-64.06220792,-66.40697674,-74.22322736,-69.81863269
18.0,19.5,-72.27543971,-70.8397939,-62.49493877,-72.2858448,-57.51124867,-65.04968569,-66.09453831,-68.52462591,-74.86748722,-69.87782324,-63.50193932,-73.35268167,-62.44253506,-63.85258113,-69.90175953,-70.17110582
18.0,18.0,-77.05787032,-68.74692939,-69.42013613,-70.46910398,-56.87193099,-69.89584236,-63.31165401,-68.97313469,-75.55156227,-71.40599147,-68.02405833,-76.83292359,-64.56658767,-67.28373026,-64.82072621,-70.34283662
18.0,16.5,-70.11892689,-71.31693609,-69.0249571,-75.26844538,-56.98151644,-72.56566666,-62.96931355,-68.80670848,-71.51611247,-71.39741116,-68.60151095,-73.16245042,-65.02178694,-74.06061667,-66.01149676,-67.10163107
18.0,15.0,-77.68793675,-71.2569062,-69.9796415,-77.16754662,-63.99872892,-67.21451075,-63.0643869,-65.86786188,-76.98265008,-71.22342678,-67.75490222,-78.20793896,-56.52540117,-74.12504513,-61.88153816,-64.73695921
18.0,13.5,-77.36086448,-72.80478057,-71.77809253,-73.89943507,-57.37568508,-65.65417501,-57.4348734,-67.59337548,-80.12310973,-68.1437008,-70.57199005,-73.64983483,-59.11186402,-64.60558821,-57.38868342,-64.72854682
18.0,12.0,-79.15284505,-70.01441149,-67.0946239,-70.74247211,-54.58377363,-60.76853812,-63.12549132,-62.30048028,-78.16334971,-71.69450117,-72.14369735,-75.52568084,-52.73383814,-61.58207154,-61.96702481,-66.664341
18.0,10.5,-75.05169328,-75.81323698,-73.19140074,-66.015814,-55.75571638,-61.23110724,-71.67822476,-60.59492382,-75.99701897,-71.39796772,-73.74025647,-74.40758214,-53.4854338,-63.29112664,-69.38484935,-62.95881998
18.0,9.0,-74.92443821,-75.78090927,-71.77899898,-69.61974389,-55.92199281,-64.95531072,-63.16689174,-63.02466101,-76.13511953,-73.50620934,-71.42134076,-77.50589302,-57.25238042,-67.88245082,-66.2676088,-59.56852489
18.0,7.5,-75.22115355,-78.87492532,-65.2196612,-68.68021711,-59.41141033,-71.60999372,-59.3880082,-66.63543139,-76.59781057,-77.84178538,-69.00239949,-75.3932845,-57.43155353,-71.51787661,-59.32534271,-65.22351802
18.0,6.0,-71.06841251,-75.91208627,-70.32853547,-78.4898706,-55.93944572,-71.28818867,-60.94812372,-68.80238785,-74.27421408,-78.70003691,-70.87189818,-75.81082558,-57.03189546,-70.59304458,-60.80377272,-67.11165575
18.0,4.5,-75.55190162,-77.46704886,-74.24357797,-72.56490413,-64.55698388,-65.74344068,-59.91052711,-55.47979693,-74.87068105,-78.52032368,-74.08907064,-78.64277429,-57.6672841,-73.93951176,-61.19416588,-61.32953836
18.0,3.0,-80.31586216,-76.18305973,-71.33197686,-70.19059193,-63.5338792,-71.3546904,-62.42439392,-56.18437765,-78.5752786,-73.10107934,-72.87798013,-73.7533532,-64.43916734,-68.15531976,-59.91654701,-56.01595632
18.0,1.5,-81.8210539,-81.61570222,-72.94440828,-75.43416492,-62.1140674,-68.77724655,-60.79383749,-55.19071656,-79.93620639,-74.0443362,-73.1542993,-73.5413179,-64.99980409,-73.11982196,-60.31369062,-53.99316649
19.5,1.5,-77.44565369,-75.84928917,-71.64734972,-76.92177685,-64.6610075,-70.80639937,-64.15954228,-55.08920205,-79.00351951,-75.09352288,-75.2119478,-73.14445283,-62.80079809,-70.69292629,-62.44995607,-55.40369923
19.5,3.0,-80.3593362,-75.22164284,-75.27992722,-73.07411038,-61.98977584,-72.40688732,-62.88605691,-55.26460932,-77.43325761,-77.6229902,-73.81351471,-74.04930296,-60.3435851,-69.79154871,-60.4033768,-59.56724001
19.5,4.5,-79.47971279,-71.95333152,-73.83560035,-76.76776799,-59.73627653,-64.0593727,-58.43122966,-58.40152015,-80.80439514,-74.47544608,-75.12628861,-79.07907028,-60.9084152,-70.90919585,-60.15288422,-62.20359111
19.5,6.0,-78.3147224,-74.87826566,-72.99076764,-68.01427269,-60.93733854,-67.42856053,-59.99965681,-63.34960514,-77.08905298,-74.41784888,-73.02844251,-76.33617818,-59.28982453,-70.34737472,-59.4732658,-59.40509819
