2.5125
2.0616
1.7678
2.5495
3.3354
1.0308
2.6575
14.45
0.90139
2.0156
1.4577
0.35355
7.0045
0.75
3.4004
1.75
3.25
2.0156
4.2573
7.7015
1.0607
1.0607
1.6771
4.2573
5.5057
1.5207
7.1981
2.8504
2.8504
0.55902
3.25
4.0078
3.0208
1.6771
1.0607
5.2559
2.2638
3.5795
0.90139
2.6575
2.0156
2.1506
7.9451
3.5532
6.8784
1.4577
6.5622
3.4821
3.7583
0.90139
