Error_m,ECDF
0.13527915505796761,0.0625
0.1563677543222748,0.125
0.37762464618817526,0.1875
0.5364363073943845,0.25
0.6241315610792171,0.3125
0.7015705013199195,0.375
0.7578948284033238,0.4375
0.7681697417623083,0.5
0.9177433039739731,0.5625
1.279262801482542,0.625
1.2957063528252175,0.6875
1.4224116915355856,0.75
2.0155644370746373,0.8125
2.0764853074340954,0.875
2.190230046418815,0.9375
2.5777692981243323,1.0
