val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std
4.636685848236084,2.776277780532837,9.273371696472168,3.0452210903167725,1.5656532049179077,1.2512606382369995,2.776277780532837,0,0,,,,,,,,,,,,
,,,,,,,0,0,4.117890357971191,2.6263015270233154,8.235779762268066,2.869804859161377,1.3383201360702515,1.1568578481674194,,,,,,
4.165338516235352,2.644533634185791,8.330677032470703,2.886291265487671,1.337119460105896,1.1563388109207153,2.644533634185791,1,1,,,,,,,,,,,,
,,,,,,,1,1,3.5053272247314453,2.407055139541626,7.010654449462891,2.647763967514038,1.2167412042617798,1.1030598878860474,,,,,,
3.765955924987793,2.5301568508148193,7.531911373138428,2.7444326877593994,1.130218267440796,1.063117265701294,2.5301568508148193,2,2,,,,,,,,,,,,
,,,,,,,2,2,3.034928560256958,2.233218193054199,6.069857120513916,2.46370792388916,1.082594871520996,1.040478229522705,,,,,,
3.454582929611206,2.439516067504883,6.909165382385254,2.6285290718078613,0.9579269289970398,0.9787374138832092,2.439516067504883,3,3,,,,,,,,,,,,
,,,,,,,3,3,2.6374685764312744,2.083707094192505,5.274937152862549,2.2967231273651123,0.9331012964248657,0.9659717082977295,,,,,,
3.212740659713745,2.3670167922973633,6.425481796264648,2.534853458404541,0.8227136135101318,0.9070355892181396,2.3670167922973633,4,4,,,,,,,,,,,,
,,,,,,,4,4,2.3267722129821777,1.9634429216384888,4.653544902801514,2.157207727432251,0.7984366416931152,0.893552839756012,,,,,,
3.0377309322357178,2.3123106956481934,6.075462341308594,2.4648451805114746,0.7286815047264099,0.8536284565925598,2.3123106956481934,5,5,,,,,,,,,,,,
,,,,,,,5,5,2.085559368133545,1.8689384460449219,4.17111873626709,2.0423316955566406,0.6781873106956482,0.8235213160514832,,,,,,
2.9094085693359375,2.2693371772766113,5.818816661834717,2.412222385406494,0.6689257025718689,0.817878782749176,2.2693371772766113,6,6,,,,,,,,,,,,
,,,,,,,6,6,1.911030650138855,1.800973892211914,3.82206130027771,1.9550093412399292,0.5785549283027649,0.7606279850006104,,,,,,
2.8157243728637695,2.2347326278686523,5.631448745727539,2.3730673789978027,0.6374182105064392,0.7983847260475159,2.2347326278686523,7,7,,,,,,,,,,,,
,,,,,,,7,7,1.78291916847229,1.750414252281189,3.565837860107422,1.8883426189422607,0.5018883347511292,0.7084407806396484,,,,,,
2.752901554107666,2.2082927227020264,5.50580358505249,2.346444845199585,0.6292475461959839,0.7932512760162354,2.2082927227020264,8,8,,,,,,,,,,,,
