error,ecdf
0.47951415,0.02
0.5643574,0.04
0.6850996,0.06
0.7318245,0.08
0.7886658,0.1
0.84472764,0.12
1.1893948,0.14
1.2672199,0.16
1.3292494,0.18
1.54997,0.2
1.6238781,0.22
1.7304242,0.24
1.7336509,0.26
1.9768686,0.28
2.022125,0.3
2.0440488,0.32
2.2075686,0.34
2.2925758,0.36
2.2974212,0.38
2.3334496,0.4
2.4291549,0.42
2.8023496,0.44
2.8069534,0.46
2.9128408,0.48
2.9460363,0.5
3.131086,0.52
3.226024,0.54
3.2478278,0.56
3.3242736,0.58
3.3283436,0.6
3.396401,0.62
3.4146106,0.64
3.6913784,0.66
3.696171,0.68
3.7893739,0.7
3.9636927,0.72
4.176892,0.74
4.43993,0.76
4.451875,0.78
4.6787515,0.8
4.7303696,0.82
4.8582425,0.84
5.4010324,0.86
5.711101,0.88
5.7909675,0.9
5.8255124,0.92
7.6187434,0.94
7.957942,0.96
8.61015,0.98
13.18394,1.0
