1.5,1.5,-71.74964195,-69.78764716,-76.79345364,-65.79152123,-63.51763571,-44.15359967,-67.03852795,-70.46480846
1.5,3,-71.36679959,-68.02703842,-80.2126881,-64.39003412,-74.29981626,-52.20249401,-64.0791471,-70.82576011
1.5,4.5,-68.79153177,-62.46828775,-75.29673653,-64.29056964,-64.07398665,-54.46891637,-67.80380791,-68.24868273
1.5,6,-65.90853809,-62.99194494,-71.83706699,-62.97322881,-63.26675491,-57.68466104,-66.44040138,-71.2243006
1.5,7.5,-68.38679445,-65.90125821,-75.6692036,-65.0286199,-62.27630592,-55.08377082,-65.9235636,-70.0955693
1.5,9,-69.25531081,-65.22598296,-77.54781659,-56.68441621,-65.34711948,-56.11425374,-65.49158774,-71.32659459
1.5,10.5,-67.53985018,-71.45101563,-76.00070903,-53.17069472,-66.35658009,-58.25132151,-63.60341891,-72.69523035
1.5,12,-66.77234408,-70.97065466,-74.39752515,-57.27858624,-70.27331833,-62.20662199,-66.05235908,-68.86177364
1.5,13.5,-69.95488427,-74.80524993,-69.64686952,-51.51684409,-73.53724505,-62.42594922,-68.69973158,-70.15442584
1.5,15,-68.0265789,-67.76586999,-68.60359871,-44.08719658,-75.2325369,-59.73404019,-72.1555626,-70.81791375
1.5,16.5,-62.60933047,-62.35604542,-66.55120532,-56.73837739,-75.19324242,-65.49560134,-72.13855411,-75.09443729
1.5,18,-62.24417595,-60.6964979,-66.3211969,-59.00030323,-75.67797501,-62.88325525,-77.0772333,-73.36436894
1.5,19.5,-61.40584233,-60.04254124,-74.7477792,-65.22448241,-68.06450066,-63.04084508,-71.55382007,-73.78750088
1.5,21,-64.8109994,-62.92458025,-69.34252466,-59.86125323,-66.11489546,-62.26227959,-67.87003967,-75.32423857
1.5,22.5,-61.52001739,-67.01183603,-64.83063479,-60.58114124,-64.93986246,-63.83267829,-63.82662843,-77.81968061
1.5,24,-66.84164708,-63.07618362,-67.57795126,-64.53317589,-70.38797471,-61.77927123,-66.98737459,-76.84587894
1.5,25.5,-58.05833519,-63.43915019,-69.02906646,-64.36411139,-77.36766411,-62.77084909,-68.56608852,-78.18511659
1.5,27,-57.1441987,-63.1109182,-70.9975092,-67.98507411,-70.75661577,-63.94845796,-71.69641531,-78.60915532
3,27,-63.04993114,-64.84398229,-72.84484645,-67.48593861,-74.23615578,-63.63183824,-69.98117597,-77.64233522
3,25.5,-61.79379918,-64.71560233,-69.08781452,-65.17099582,-72.30142432,-61.32803871,-67.63969643,-78.91877134
3,24,-64.51140672,-59.32902778,-67.97206073,-65.06559554,-74.2613146,-61.00616269,-66.04970151,-74.80480326
3,22.5,-65.09834338,-57.86823487,-67.50674457,-68.95923724,-69.30060069,-60.59057931,-66.59247345,-73.10549622
3,21,-64.26519503,-62.05462616,-75.26466317,-63.09952758,-64.76926809,-65.2967284,-64.79854347,-72.02590917
3,19.5,-65.07148432,-61.78402689,-66.56320894,-59.42469598,-67.76742249,-61.01828025,-67.01033889,-74.99881267
3,18,-62.75036085,-62.23145472,-66.89102844,-60.20561059,-68.96682342,-64.04884896,-68.02712995,-69.78039092
3,16.5,-67.00151973,-68.10873649,-65.47776662,-55.056931,-74.71817834,-64.1721101,-73.74524047,-71.38163423
3,15,-67.38056308,-68.87375743,-67.70318113,-55.1090591,-78.01979286,-62.16031125,-71.5201902,-74.16292092
3,13.5,-68.67630261,-74.8763397,-70.68564848,-52.78110885,-75.24135695,-60.98753949,-71.56100116,-69.38133738
3,12,-70.9710748,-72.27518753,-72.33831983,-58.16467112,-71.77517495,-62.35600477,-66.59675769,-71.88210346
3,10.5,-69.01739099,-67.67612568,-78.82552675,-59.38811759,-65.57951798,-58.32566594,-61.50668788,-74.93680112
3,9,-70.53243842,-61.73370838,-73.88685714,-62.6304415,-62.70815953,-55.65945218,-65.80700924,-76.20973539
3,7.5,-71.17775485,-64.6985391,-75.08623574,-64.08761757,-63.19853233,-53.78961934,-63.84814188,-68.13220445
3,6,-72.16251786,-64.77498502,-68.03047523,-61.78691462,-65.22960262,-57.60917926,-63.6986707,-65.94260414
3,4.5,-71.37589401,-65.00308218,-73.82762638,-60.98182121,-75.47539836,-56.18286452,-64.82887967,-66.91235399
3,3,-74.85486493,-64.93753796,-77.0087213,-63.91088655,-65.30611245,-52.57329349,-68.69816399,-75.77796134
3,1.5,-72.18930707,-69.10089727,-81.09699501,-67.02829236,-62.81144113,-52.42561109,-66.02902952,-71.1918012
4.5,1.5,-73.34584513,-74.02410766,-81.57436176,-72.89641232,-62.65971755,-59.08446765,-67.79497139,-75.24364629
4.5,3,-70.49105911,-72.14512386,-76.93785838,-66.35371133,-64.84051943,-58.63572666,-65.08628991,-71.8083477
4.5,4.5,-69.83628693,-73.45973841,-75.93733831,-69.3975055,-70.02151459,-58.55778117,-62.84144369,-76.62289043
4.5,6,-68.28518466,-68.13050595,-72.15986931,-65.65489453,-65.86236084,-56.54260114,-64.92959815,-69.91752585
4.5,7.5,-73.71075142,-65.979177,-69.76035214,-69.40085732,-62.87022597,-55.47139827,-61.64901965,-71.87151827
4.5,9,-66.66118572,-63.74553594,-70.06848836,-64.43697275,-66.4087051,-57.80945696,-62.73592889,-73.65266758
4.5,10.5,-72.74922467,-68.37200069,-75.35219213,-58.82143336,-69.51503376,-58.72947133,-67.66561903,-70.8725828
4.5,12,-71.56703404,-69.13878848,-80.78357452,-62.93073388,-67.96972314,-60.10957933,-69.89854125,-66.36593024
4.5,13.5,-67.38901347,-66.07531241,-74.37351311,-54.05995712,-74.91788333,-61.34501919,-68.15470795,-72.16623636
4.5,15,-68.50162739,-65.94254858,-66.84602443,-52.18107665,-76.73909198,-63.5016302,-68.39287366,-68.67169527
4.5,16.5,-67.66322298,-72.36393986,-63.60089044,-59.30021986,-75.52439265,-66.34166855,-68.60254535,-67.61903912
4.5,18,-62.19143145,-72.64499286,-66.43249954,-62.43148631,-73.29684018,-69.06425743,-68.35188664,-72.43390918
4.5,19.5,-61.78605165,-62.83427254,-70.20579415,-61.68506904,-63.89934302,-65.4851752,-68.21991908,-72.62677567
4.5,21,-67.58144677,-57.85510889,-74.82160505,-62.40738045,-64.06809707,-63.87237285,-65.78573206,-71.85749967
