error
8.291024
9.418122
10.065648
11.135393
9.289639
6.04146
6.0594087
6.188155
7.036025
8.646291
5.848416
5.2408996
6.09488
4.424059
7.518685
4.0665417
6.8492026
5.531847
4.7124333
3.655446
7.1178145
5.071724
2.0862427
3.0056977
6.699048
3.2152658
0.9240708
3.1850147
7.807207
4.439707
5.905638
4.6611977
3.333485
4.3841033
7.5043397
5.7170897
5.49959
6.3308496
6.980218
6.0889926
7.7343707
8.747012
9.139978
10.52751
9.532209
