val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_mae,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,train/mean_mae,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std,test/mean_mae
7.222179889678955,3.5336358547210693,7.222179889678955,7.222179889678955,7.222179889678955,7.222179889678955,7.222179889678955,3.5336358547210693,0,0,,,,,,,,,,,,,,
,,,,,,,,0,0,5.97646951675415,3.2264723777770996,11.952940940856934,3.4573025703430176,1.5428153276443481,1.2421011924743652,2.089784860610962,,,,,,,
6.478675842285156,3.317925214767456,6.478675842285156,6.478675842285156,6.478675842285156,6.478675842285156,6.478675842285156,3.317925214767456,1,1,,,,,,,,,,,,,,
,,,,,,,,1,1,5.205160140991211,2.984668493270874,10.410319328308105,3.2265026569366455,1.5020731687545776,1.2255909442901611,1.9126505851745605,,,,,,,
5.84910774230957,3.124563217163086,5.84910774230957,5.84910774230957,5.84910774230957,5.84910774230957,5.84910774230957,3.124563217163086,2,2,,,,,,,,,,,,,,
,,,,,,,,2,2,4.588777542114258,2.7837846279144287,9.177555084228516,3.0294480323791504,1.4280980825424194,1.1950305700302124,1.7849966287612915,,,,,,,
5.320265293121338,2.9626522064208984,5.320265293121338,5.320265293121338,5.320265293121338,5.320265293121338,5.320265293121338,2.9626522064208984,3,3,,,,,,,,,,,,,,
,,,,,,,,3,3,4.075899600982666,2.6098175048828125,8.151799201965332,2.855135679244995,1.340652346611023,1.1578654050827026,1.6683733463287354,,,,,,,
4.84198522567749,2.837407112121582,4.84198522567749,4.84198522567749,4.84198522567749,4.84198522567749,4.84198522567749,2.837407112121582,4,4,,,,,,,,,,,,,,
,,,,,,,,4,4,3.651566743850708,2.4604411125183105,7.303133010864258,2.7024309635162354,1.249362826347351,1.1177489757537842,1.568734049797058,,,,,,,
4.415203094482422,2.723104953765869,4.415203094482422,4.415203094482422,4.415203094482422,4.415203094482422,4.415203094482422,2.723104953765869,5,5,,,,,,,,,,,,,,
,,,,,,,,5,5,3.2766621112823486,2.3240621089935303,6.553324222564697,2.559946060180664,1.1520582437515259,1.073339819908142,1.487185001373291,,,,,,,
4.0307416915893555,2.6156883239746094,4.0307416915893555,4.0307416915893555,4.0307416915893555,4.0307416915893555,4.0307416915893555,2.6156883239746094,6,6,,,,,,,,,,,,,,
,,,,,,,,6,6,2.949645757675171,2.201798439025879,5.899291515350342,2.4288456439971924,1.0513757467269897,1.025366187095642,1.4095255136489868,,,,,,,
3.690490245819092,2.5165746212005615,3.690490245819092,3.690490245819092,3.690490245819092,3.690490245819092,3.690490245819092,2.5165746212005615,7,7,,,,,,,,,,,,,,
,,,,,,,,7,7,2.663827657699585,2.0923025608062744,5.32765531539917,2.308171510696411,0.9499254822731018,0.9746412038803101,1.3334170579910278,,,,,,,
3.3995866775512695,2.4285380840301514,3.3995866775512695,3.3995866775512695,3.3995866775512695,3.3995866775512695,3.3995866775512695,2.4285380840301514,8,8,,,,,,,,,,,,,,
,,,,,,,,8,8,2.4183735847473145,1.9975926876068115,4.836747169494629,2.199260711669922,0.8463707566261292,0.9199841022491455,1.2731730937957764,,,,,,,
3.1433801651000977,2.3480632305145264,3.1433801651000977,3.1433801651000977,3.1433801651000977,3.1433801651000977,3.1433801651000977,2.3480632305145264,9,9,,,,,,,,,,,,,,
,,,,,,,,9,9,2.2173898220062256,1.9201643466949463,4.434780120849609,2.105891704559326,0.747748851776123,0.8647247552871704,1.2333399057388306,,,,,,,
2.9177331924438477,2.274651288986206,2.9177331924438477,2.9177331924438477,2.9177331924438477,2.9177331924438477,2.9177331924438477,2.274651288986206,10,10,,,,,,,,,,,,,,
,,,,,,,,10,10,2.048691749572754,1.8539708852767944,4.097383499145508,2.0241994857788086,0.6601751446723938,0.8125116229057312,1.1944794654846191,,,,,,,
2.7234342098236084,2.209088087081909,2.7234342098236084,2.7234342098236084,2.7234342098236084,2.7234342098236084,2.7234342098236084,2.209088087081909,11,11,,,,,,,,,,,,,,
,,,,,,,,11,11,1.9090971946716309,1.7982553243637085,3.81819486618042,1.9540201425552368,0.5844727158546448,0.7645081281661987,1.1562389135360718,,,,,,,
2.5593059062957764,2.151423454284668,2.5593059062957764,2.5593059062957764,2.5593059062957764,2.5593059062957764,2.5593059062957764,2.151423454284668,12,12,,,,,,,,,,,,,,
,,,,,,,,12,12,1.7984784841537476,1.753614902496338,3.596956968307495,1.8965644836425781,0.5217915177345276,0.7223513722419739,1.1264859437942505,,,,,,,
2.4236607551574707,2.1014316082000732,2.4236607551574707,2.4236607551574707,2.4236607551574707,2.4236607551574707,2.4236607551574707,2.1014316082000732,13,13,,,,,,,,,,,,,,
,,,,,,,,13,13,1.7151950597763062,1.7213828563690186,3.4303901195526123,1.8521312475204468,0.46723076701164246,0.683542788028717,1.1144862174987793,,,,,,,
2.3143601417541504,2.058687686920166,2.3143601417541504,2.3143601417541504,2.3143601417541504,2.3143601417541504,2.3143601417541504,2.058687686920166,14,14,,,,,,,,,,,,,,
,,,,,,,,14,14,1.6570709943771362,1.6986616849899292,3.3141419887542725,1.8204785585403442,0.42869043350219727,0.654744565486908,1.1058728694915771,,,,,,,
2.2289185523986816,2.0225820541381836,2.2289185523986816,2.2289185523986816,2.2289185523986816,2.2289185523986816,2.2289185523986816,2.0225820541381836,15,15,,,,,,,,,,,,,,
,,,,,,,,15,15,1.621444582939148,1.6846047639846802,3.242888927459717,1.8008023500442505,0.40499576926231384,0.6363927721977234,1.097661018371582,,,,,,,
2.165565252304077,1.9929686784744263,2.165565252304077,2.165565252304077,2.165565252304077,2.165565252304077,2.165565252304077,1.9929686784744263,16,16,,,,,,,,,,,,,,
,,,,,,,,16,16,1.6054787635803223,1.678084373474121,3.2109572887420654,1.791914463043213,0.3949900269508362,0.6284823417663574,1.0899059772491455,,,,,,,
2.121628999710083,1.9696093797683716,2.121628999710083,2.121628999710083,2.121628999710083,2.121628999710083,2.121628999710083,1.9696093797683716,17,17,,,,,,,,,,,,,,
,,,,,,,,17,17,1.605667233467102,1.6780509948730469,3.211334705352783,1.7920197248458862,0.3954789638519287,0.6288712024688721,1.0876010656356812,,,,,,,
2.092874526977539,1.951771855354309,2.092874526977539,2.092874526977539,2.092874526977539,2.092874526977539,2.092874526977539,1.951771855354309,18,18,,,,,,,,,,,,,,
,,,,,,,,18,18,1.6174874305725098,1.6841192245483398,3.2349748611450195,1.7986035346984863,0.39871737360954285,0.6314406991004944,1.096412181854248,,,,,,,
2.0770633220672607,1.9397436380386353,2.0770633220672607,2.0770633220672607,2.0770633220672607,2.0770633220672607,2.0770633220672607,1.9397436380386353,19,19,,,,,,,,,,,,,,
,,,,,,,,19,19,1.635382056236267,1.6924090385437012,3.270763397216797,1.8085252046585083,0.40651535987854004,0.6375855803489685,1.1065948009490967,,,,,,,
2.0685789585113525,1.9321002960205078,2.0685789585113525,2.0685789585113525,2.0685789585113525,2.0685789585113525,2.0685789585113525,1.9321002960205078,20,20,,,,,,,,,,,,,,
,,,,,,,,20,20,1.6544456481933594,1.7007871866226196,3.3088912963867188,1.8190357685089111,0.4162139594554901,0.6451464891433716,1.1144185066223145,,,,,,,
2.065091133117676,1.928693175315857,2.065091133117676,2.065091133117676,2.065091133117676,2.065091133117676,2.065091133117676,1.928693175315857,21,21,,,,,,,,,,,,,,
,,,,,,,,21,21,1.6694358587265015,1.7072415351867676,3.3388712406158447,1.8272578716278076,0.4241983890533447,0.6513051390647888,1.1195374727249146,,,,,,,
2.064966917037964,1.9290169477462769,2.064966917037964,2.064966917037964,2.064966917037964,2.064966917037964,2.064966917037964,1.928693175315857,22,22,,,,,,,,,,,,,,
,,,,,,,,22,22,1.6766626834869385,1.7103056907653809,3.353325605392456,1.8312088251113892,0.4281795620918274,0.6543543338775635,1.1217647790908813,,,,,,,
2.068345069885254,1.9328577518463135,2.068345069885254,2.068345069885254,2.068345069885254,2.068345069885254,2.068345069885254,1.928693175315857,23,23,,,,,,,,,,,,,,
,,,,,,,,23,23,1.6749560832977295,1.7095246315002441,3.349912405014038,1.830276608467102,0.42743754386901855,0.6537870764732361,1.12119460105896,,,,,,,
2.077100992202759,1.9403705596923828,2.077100992202759,2.077100992202759,2.077100992202759,2.077100992202759,2.077100992202759,1.928693175315857,24,24,,,,,,,,,,,,,,
,,,,,,,,24,24,1.6656204462051392,1.705475926399231,3.3312408924102783,1.8251687288284302,0.42259252071380615,0.6500711441040039,1.1181933879852295,,,,,,,
2.0916032791137695,1.9515321254730225,2.0916032791137695,2.0916032791137695,2.0916032791137695,2.0916032791137695,2.0916032791137695,1.928693175315857,25,25,,,,,,,,,,,,,,
,,,,,,,,25,25,1.6513599157333374,1.699309229850769,3.302719831466675,1.8173387050628662,0.41506752371788025,0.6442573666572571,1.113186240196228,,,,,,,
2.1158907413482666,1.9672331809997559,2.1158907413482666,2.1158907413482666,2.1158907413482666,2.1158907413482666,2.1158907413482666,1.928693175315857,26,26,,,,,,,,,,,,,,
,,,,,,,,26,26,1.6332587003707886,1.691205620765686,3.266517400741577,1.807350993156433,0.4063413441181183,0.6374490857124329,1.10573410987854,,,,,,,
2.1562139987945557,1.989005208015442,2.1562139987945557,2.1562139987945557,2.1562139987945557,2.1562139987945557,2.1562139987945557,1.928693175315857,27,27,,,,,,,,,,,,,,
,,,,,,,,27,27,1.6147619485855103,1.68252432346344,3.2295236587524414,1.797087550163269,0.3986353576183319,0.631375789642334,1.0957597494125366,,,,,,,
2.206892490386963,2.0132739543914795,2.206892490386963,2.206892490386963,2.206892490386963,2.206892490386963,2.206892490386963,1.928693175315857,28,28,,,,,,,,,,,,,,
,,,,,,,,28,28,1.6018505096435547,1.6757922172546387,3.2037010192871094,1.7898885011672974,0.3954213559627533,0.6288253664970398,1.0859179496765137,,,,,,,
2.263043165206909,2.0379014015197754,2.263043165206909,2.263043165206909,2.263043165206909,2.263043165206909,2.263043165206909,1.928693175315857,29,29,,,,,,,,,,,,,,
,,,,,,,,29,29,1.5980679988861084,1.6740816831588745,3.196136236190796,1.7877740859985352,0.3935862183570862,0.6273645162582397,1.086421251296997,,,,,,,
2.3051207065582275,2.0553131103515625,2.3051207065582275,2.3051207065582275,2.3051207065582275,2.3051207065582275,2.3051207065582275,1.928693175315857,30,30,,,,,,,,,,,,,,
,,,,,,,,30,30,1.6045469045639038,1.6768248081207275,3.2090938091278076,1.7913943529129028,0.3973527252674103,0.6303592324256897,1.0917924642562866,,,,,,,
2.3208353519439697,2.061647415161133,2.3208353519439697,2.3208353519439697,2.3208353519439697,2.3208353519439697,2.3208353519439697,1.928693175315857,31,31,,,,,,,,,,,,,,
,,,,,,,,31,31,1.6138718128204346,1.6805377006530762,3.22774338722229,1.796592116355896,0.4035358726978302,0.6352447271347046,1.0953313112258911,,,,,,,
2.312114715576172,2.0581281185150146,2.312114715576172,2.312114715576172,2.312114715576172,2.312114715576172,2.312114715576172,1.928693175315857,32,32,,,,,,,,,,,,,,
,,,,,,,,32,32,1.6180636882781982,1.6821589469909668,3.2361273765563965,1.7989239692687988,0.4064694344997406,0.6375495791435242,1.0965161323547363,,,,,,,
2.287277936935425,2.0479671955108643,2.287277936935425,2.287277936935425,2.287277936935425,2.287277936935425,2.287277936935425,1.928693175315857,33,33,,,,,,,,,,,,,,
,,,,,,,,33,33,1.6156132221221924,1.681168556213379,3.231226682662964,1.7975612878799438,0.4048987329006195,0.6363165378570557,1.0957869291305542,,,,,,,
2.254849910736084,2.034407615661621,2.254849910736084,2.254849910736084,2.254849910736084,2.254849910736084,2.254849910736084,1.928693175315857,34,34,,,,,,,,,,,,,,
,,,,,,,,34,34,1.6092853546142578,1.678646206855774,3.2185702323913574,1.7940374612808228,0.40071743726730347,0.6330224871635437,1.0937384366989136,,,,,,,
2.222377300262451,2.020327091217041,2.222377300262451,2.222377300262451,2.222377300262451,2.222377300262451,2.222377300262451,1.928693175315857,35,35,,,,,,,,,,,,,,
,,,,,,,,35,35,1.6025036573410034,1.6759095191955566,3.205007553100586,1.7902535200119019,0.3963349163532257,0.629551351070404,1.0909085273742676,,,,,,,
2.1933248043060303,2.0072107315063477,2.1933248043060303,2.1933248043060303,2.1933248043060303,2.1933248043060303,2.1933248043060303,1.928693175315857,36,36,,,,,,,,,,,,,,
,,,,,,,,36,36,1.5978134870529175,1.6739211082458496,3.1956264972686768,1.7876315116882324,0.3936152756214142,0.6273876428604126,1.087827444076538,,,,,,,
2.1712934970855713,1.9968245029449463,2.1712934970855713,2.1712934970855713,2.1712934970855713,2.1712934970855713,2.1712934970855713,1.928693175315857,37,37,,,,,,,,,,,,,,
,,,,,,,,37,37,1.595680832862854,1.6728425025939941,3.191361665725708,1.786438226699829,0.3929596543312073,0.6268649697303772,1.0847785472869873,,,,,,,
2.154881238937378,1.988797664642334,2.154881238937378,2.154881238937378,2.154881238937378,2.154881238937378,2.154881238937378,1.928693175315857,38,38,,,,,,,,,,,,,,
,,,,,,,,38,38,1.5962836742401123,1.6728816032409668,3.192567825317383,1.786775827407837,0.3940347731113434,0.627721905708313,1.0823533535003662,,,,,,,
2.144334554672241,1.9835022687911987,2.144334554672241,2.144334554672241,2.144334554672241,2.144334554672241,2.144334554672241,1.928693175315857,39,39,,,,,,,,,,,,,,
,,,,,,,,39,39,1.5977120399475098,1.6733554601669312,3.1954240798950195,1.7875748872756958,0.3953057527542114,0.6287334561347961,1.0820424556732178,,,,,,,
2.1394126415252686,1.9810208082199097,2.1394126415252686,2.1394126415252686,2.1394126415252686,2.1394126415252686,2.1394126415252686,1.928693175315857,40,40,,,,,,,,,,,,,,
,,,,,,,,40,40,1.599278450012207,1.6743162870407104,3.198556661605835,1.7884509563446045,0.3952217102050781,0.6286666393280029,1.0843037366867065,,,,,,,
2.139239549636841,1.9810004234313965,2.139239549636841,2.139239549636841,2.139239549636841,2.139239549636841,2.139239549636841,1.928693175315857,41,41,,,,,,,,,,,,,,
,,,,,,,,41,41,1.599968433380127,1.6747469902038574,3.199937105178833,1.7888368368148804,0.3951590955257416,0.6286168098449707,1.0854237079620361,,,,,,,
,,,,,,,,21,42,,,,,,,,2.061966896057129,1.8832083940505981,4.1239333152771,2.0307469367980957,0.5774592161178589,0.7599073648452759,1.2095725536346436
