val/loss,val/mean_error,val/mean_mse,val/mean_rmse,val/mean_variance,val/mean_std,val/mean_error_best,epoch,step,train/loss,train/mean_error,train/mean_mse,train/mean_rmse,train/mean_variance,train/mean_std,test/loss,test/mean_error,test/mean_mse,test/mean_rmse,test/mean_variance,test/mean_std
6.298535346984863,3.2659358978271484,12.597071647644043,3.5492353439331055,1.930733561515808,1.3895083665847778,3.2659358978271484,0,0,,,,,,,,,,,,
,,,,,,,0,0,5.06435489654541,2.9404296875,10.12870979309082,3.182563304901123,1.4825835227966309,1.2176138162612915,,,,,,
5.764834880828857,3.0992319583892822,11.529669761657715,3.3955366611480713,1.9244321584701538,1.3872390985488892,3.0992319583892822,1,1,,,,,,,,,,,,
,,,,,,,1,1,4.443671703338623,2.736379861831665,8.887344360351562,2.9811649322509766,1.3995691537857056,1.18303382396698,,,,,,
5.285712242126465,2.9540817737579346,10.57142448425293,3.251372814178467,1.8448249101638794,1.3582433462142944,2.9540817737579346,2,2,,,,,,,,,,,,
,,,,,,,2,2,4.01015043258667,2.5879716873168945,8.02030086517334,2.8320136070251465,1.3227020502090454,1.150087833404541,,,,,,
4.845250606536865,2.838301420211792,9.69050121307373,3.112957000732422,1.6345456838607788,1.2784935235977173,2.838301420211792,3,3,,,,,,,,,,,,
,,,,,,,3,3,3.627772092819214,2.4528660774230957,7.255544185638428,2.6936116218566895,1.2389914989471436,1.1130999326705933,,,,,,
4.466341018676758,2.7368385791778564,8.932682037353516,2.9887592792510986,1.4423959255218506,1.2009978294372559,2.7368385791778564,4,4,,,,,,,,,,,,
,,,,,,,4,4,3.281862735748291,2.326589345932007,6.563725471496582,2.561976909637451,1.1507068872451782,1.0727100372314453,,,,,,
4.142710208892822,2.6469593048095703,8.285420417785645,2.8784406185150146,1.2790273427963257,1.1309409141540527,2.6469593048095703,5,5,,,,,,,,,,,,
,,,,,,,5,5,2.99082612991333,2.217824935913086,5.98165225982666,2.445741653442383,1.0629045963287354,1.0309725999832153,,,,,,
3.8545100688934326,2.564319610595703,7.709020137786865,2.7765121459960938,1.1332850456237793,1.0645586252212524,2.564319610595703,6,6,,,,,,,,,,,,
,,,,,,,6,6,2.7479662895202637,2.1251182556152344,5.495932579040527,2.3443405628204346,0.9798046946525574,0.9898508191108704,,,,,,
3.593867778778076,2.4870944023132324,7.187735557556152,2.680995225906372,1.002096176147461,1.0010474920272827,2.4870944023132324,7,7,,,,,,,,,,,,
,,,,,,,7,7,2.5370492935180664,2.0432896614074707,5.074098587036133,2.2525758743286133,0.8990662097930908,0.9481910467147827,,,,,,
3.3540728092193604,2.413623332977295,6.708146095275879,2.5900089740753174,0.8825668692588806,0.9394503235816956,2.413623332977295,8,8,,,,,,,,,,,,
,,,,,,,8,8,2.352092742919922,1.972215175628662,4.7041850090026855,2.1689133644104004,0.8145517110824585,0.9025251865386963,,,,,,
3.145618200302124,2.3481345176696777,6.291236400604248,2.5082337856292725,0.7774996757507324,0.8817594051361084,2.3481345176696777,9,9,,,,,,,,,,,,
,,,,,,,9,9,2.1875922679901123,1.9083685874938965,4.375184059143066,2.0916941165924072,0.7333135008811951,0.8563372492790222,,,,,,
2.9525415897369385,2.285576581954956,5.905084133148193,2.4300379753112793,0.6812235713005066,0.8253626823425293,2.285576581954956,10,10,,,,,,,,,,,,
,,,,,,,10,10,2.0505082607269287,1.854555368423462,4.101016521453857,2.0250966548919678,0.6616417169570923,0.8134136199951172,,,,,,
2.778150796890259,2.2273056507110596,5.556302547454834,2.3571810722351074,0.5954117774963379,0.771629273891449,2.2273056507110596,11,11,,,,,,,,,,,,
,,,,,,,11,11,1.9299100637435913,1.8064676523208618,3.8598201274871826,1.9646425247192383,0.5964944362640381,0.7723305225372314,,,,,,
2.62365984916687,2.1739048957824707,5.24731969833374,2.2907028198242188,0.5214573740959167,0.7221200466156006,2.1739048957824707,12,12,,,,,,,,,,,,
,,,,,,,12,12,1.8280647993087769,1.7649332284927368,3.6561295986175537,1.9121007919311523,0.5411409139633179,0.7356228232383728,,,,,,
