error
2.5686674
3.2132497
3.3420644
5.416486
2.7842877
1.3257756
0.3588531
1.6404594
3.69713
1.9585116
0.35936815
2.3761601
0.4460185
1.0376356
3.7932737
2.5166574
4.8047447
2.0102007
1.5181776
2.0482252
5.0855317
1.0049745
2.4993324
1.4706106
2.09659
2.0195067
6.592364
0.4604166
1.6125158
2.9177182
0.68348444
0.75706863
1.7661203
1.7926075
0.88919985
1.2141715
0.9882786
2.3764164
1.5598196
0.7254754
0.21218057
3.581982
3.5988696
1.7626864
1.8194327
