error
7.8666387
8.28661
8.9378195
10.023017
9.153878
5.369991
5.062131
5.146887
5.908935
7.529913
5.370826
4.176541
6.030192
3.6368744
7.808852
3.8392978
7.1819234
5.7575474
4.834772
3.5305736
7.544896
5.485679
1.0312577
1.907685
7.4013944
3.914513
0.48350745
4.004819
7.17445
4.1117244
5.4743557
5.7169385
4.015916
5.512608
7.495378
6.861862
6.6296215
6.731968
7.249285
7.1065116
8.092692
9.906724
9.469329
10.682284
9.893567
