x,y,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
8,10,-68.64358006,-60.55853503,-60.96841759,-63.50042015,-72.03952361,-61.09607491,-57.98484104,-67.94222997
8,11,-67.98705368,-66.07846704,-61.82186812,-65.13957458,-73.49494558,-60.55181894,-59.97106503,-66.41584125
8,12,-73.16166127,-54.38298195,-62.87407657,-68.12384973,-68.66088678,-59.83202302,-63.68708664,-64.1899105
8,14,-64.13747055,-48.39813628,-62.38877662,-67.37236777,-72.97729814,-59.95745427,-60.05352094,-64.64463188
8,15,-69.90189881,-46.31549863,-65.71418288,-63.77351932,-61.79943641,-62.50231333,-59.92103423,-66.44211905
9,6,-75.01109855,-68.87781316,-64.34619592,-70.09783752,-65.83257454,-62.36604034,-54.24141053,-66.0585469
9,12,-65.22475126,-60.42960012,-63.20447037,-63.65177197,-65.67602715,-59.54960631,-63.75876127,-63.90298108
10,1,-77.16561397,-67.09730611,-72.85937367,-71.74122871,-59.71751193,-60.41080721,-47.7083336,-66.15587379
10,2,-76.1213996,-70.82058283,-68.52012447,-70.69879648,-60.26215353,-59.43066883,-47.12057931,-62.75923374
10,3,-72.4467578,-69.4517062,-64.68071217,-69.39054513,-59.54965715,-59.77464198,-49.0645087,-59.57749076
10,4,-76.44601181,-67.63687683,-61.71844515,-68.03507578,-60.96519576,-62.64559032,-53.46967754,-62.2977018
10,6,-73.09295247,-66.63268926,-65.6643606,-68.77205342,-59.29420896,-64.06344337,-54.87191894,-60.77494715
10,7,-71.24407257,-70.10759458,-63.49768708,-65.91541367,-61.16580715,-66.30198524,-58.4652669,-67.51775613
10,8,-74.05704704,-61.14923418,-66.87686944,-63.04813916,-63.04045835,-64.21439797,-55.64664845,-62.41515285
10,9,-71.58922893,-71.95805141,-62.32895096,-64.96348838,-61.97621057,-61.26125584,-57.405345,-61.22253084
10,10,-74.00166594,-61.90099466,-61.4769217,-66.10992002,-61.13227419,-62.18486611,-56.6061964,-61.32921959
10,12,-67.72630112,-58.53814758,-64.14092669,-65.21093982,-65.60353178,-61.59136001,-62.68778291,-65.30612492
10,14,-66.15702617,-61.60836768,-65.93674419,-66.63630105,-61.88968687,-66.5844173,-60.96419731,-63.65695164
11,2,-73.15159069,-66.27422658,-65.5412821,-71.37114605,-56.68382854,-64.96628511,-49.8936171,-61.5592157
11,6,-70.26189671,-63.86939007,-65.10672092,-71.70065132,-57.66591442,-68.22777089,-55.60406882,-64.52727846
11,12,-71.8649285,-59.70684168,-62.02929409,-68.08408577,-64.97522965,-68.47397686,-62.88119312,-66.62569295
12,2,-72.80761474,-68.70568981,-68.28976214,-75.32056939,-54.58207993,-67.28086891,-53.7479377,-64.45766135
