x,y,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
12,11,-72.00124314,-59.42942653,-60.67827684,-66.17594111,-58.97312847,-63.9908936,-64.64725156,-62.06526296
12,12,-70.86648655,-65.48896346,-60.45929474,-65.25991414,-59.92958033,-66.58228946,-63.07108918,-64.82414466
12,13,-74.04586553,-60.40744521,-54.61636096,-65.05185929,-62.99884053,-68.471508,-60.23903023,-62.46385887
12,14,-69.75585261,-64.39740883,-63.74851537,-65.55212644,-62.16067068,-68.67314632,-58.84218723,-62.10478039
12,15,-67.23200398,-63.05760964,-61.64216313,-65.29832065,-58.68138286,-100.0,-59.09705444,-69.33372274
13,2,-79.72982375,-65.37363977,-72.54436847,-69.59209073,-57.83046656,-58.40453363,-58.88347881,-53.20911973
13,4,-74.38709651,-71.32455012,-80.784123,-67.10230816,-59.62507964,-58.19347356,-60.2210673,-56.20943997
13,12,-93.30001969,-69.16146423,-60.39042196,-62.70745973,-53.12280228,-68.81021509,-58.65636913,-62.23644735
14,2,-78.90590097,-63.4427761,-70.24817295,-97.42092082,-58.07636064,-58.28508282,-58.67263075,-50.13470065
14,4,-73.87098873,-71.22023517,-74.62843069,-67.77611925,-60.2784252,-58.65339702,-59.83765504,-56.67179384
14,5,-76.39799065,-66.05877001,-69.5078938,-66.67368231,-52.42748876,-57.19263502,-57.53879313,-58.52972411
14,6,-74.84901511,-63.34492297,-68.2525067,-66.37450388,-54.94942986,-58.79252239,-60.98303261,-64.82384395
14,7,-74.31419064,-61.88395957,-66.50201369,-63.83575167,-48.31678494,-59.69551136,-69.90143274,-61.88296037
14,8,-70.00249736,-64.40451663,-65.33676831,-62.88012885,-55.53124026,-60.56415425,-59.19868398,-61.42801709
14,9,-69.82796644,-75.24549048,-65.6742981,-62.63947626,-55.01743111,-64.10499298,-60.12223834,-62.34692674
14,10,-66.70821455,-60.44292143,-62.6422572,-61.14698372,-52.67414898,-65.23026445,-67.9380148,-61.6580326
14,11,-67.5671683,-65.74868044,-58.64936706,-61.78255125,-49.58271003,-67.60751628,-62.24910258,-60.50812391
14,12,-66.45018327,-65.31029596,-62.91899538,-61.65042081,-53.26764237,-66.9361119,-59.21530974,-62.23523876
14,13,-66.66642518,-68.21771087,-53.34159077,-61.71072796,-55.95709684,-66.36696221,-58.84275765,-64.37678526
